,date,game_id,home_team,home_score,away_team,away_score,season,game_state,home_shots,away_shots
490,2022-12-04,2022020385,Tampa Bay Lightning,4,Toronto Maple Leafs,3,20222023,Final,33,39
491,2022-12-04,2022020386,Detroit Red Wings,1,Vegas Golden Knights,4,20222023,Final,25,25
492,2022-12-04,2022020387,New York Rangers,2,Chicago Blackhawks,5,20222023,Final,28,21
493,2022-12-04,2022020388,Vancouver Canucks,3,Arizona Coyotes,2,20222023,Final,32,23
494,2022-12-04,2022020389,Seattle Kraken,1,Florida Panthers,5,20222023,Final,36,28
495,2022-12-04,2022020390,Calgary Flames,5,Washington Capitals,2,20222023,Final,36,29
496,2022-12-04,2022020391,Los Angeles Kings,2,Carolina Hurricanes,4,20222023,Final,33,31
497,2022-12-04,2022020392,Winnipeg Jets,5,Anaheim Ducks,2,20222023,Final,40,30
498,2022-12-04,2022020393,Dallas Stars,5,Minnesota Wild,6,20222023,Final,37,34
499,2022-12-04,2022020394,Columbus Blue Jackets,2,Detroit Red Wings,4,20222023,Final,34,35
500,2022-12-05,2022020395,Buffalo Sabres,6,San Jose Sharks,3,20222023,Final,38,29
501,2022-12-05,2022020396,New York Islanders,3,Chicago Blackhawks,0,20222023,Final,40,21
502,2022-12-06,2022020397,Philadelphia Flyers,5,Colorado Avalanche,3,20222023,Final,34,32
503,2022-12-06,2022020398,New York Rangers,6,St. Louis Blues,4,20222023,Final,24,29
504,2022-12-06,2022020399,Boston Bruins,3,Vegas Golden Knights,4,20222023,Final,46,28
505,2022-12-06,2022020400,Edmonton Oilers,2,Washington Capitals,3,20222023,Final,30,50
506,2022-12-06,2022020401,Calgary Flames,3,Arizona Coyotes,2,20222023,Final,27,20
507,2022-12-06,2022020402,Vancouver Canucks,7,Montréal Canadiens,6,20222023,Final,32,26
508,2022-12-07,2022020403,New Jersey Devils,3,Chicago Blackhawks,0,20222023,Final,29,24
509,2022-12-07,2022020404,Pittsburgh Penguins,4,Columbus Blue Jackets,1,20222023,Final,34,39
510,2022-12-07,2022020405,Tampa Bay Lightning,2,Detroit Red Wings,4,20222023,Final,46,26
511,2022-12-07,2022020406,Ottawa Senators,2,Los Angeles Kings,5,20222023,Final,33,28
512,2022-12-07,2022020407,New York Islanders,4,St. Louis Blues,7,20222023,Final,40,28
513,2022-12-07,2022020408,Winnipeg Jets,5,Florida Panthers,2,20222023,Final,31,41
514,2022-12-07,2022020409,Dallas Stars,0,Toronto Maple Leafs,4,20222023,Final,44,29
515,2022-12-07,2022020410,Anaheim Ducks,4,Carolina Hurricanes,3,20222023,Final,30,37
516,2022-12-07,2022020411,Seattle Kraken,2,Montréal Canadiens,4,20222023,Final,33,16
517,2022-12-08,2022020413,Philadelphia Flyers,1,Washington Capitals,4,20222023,Final,30,27
518,2022-12-08,2022020412,Columbus Blue Jackets,4,Buffalo Sabres,9,20222023,Final,24,30
519,2022-12-08,2022020414,Calgary Flames,5,Minnesota Wild,3,20222023,Final,27,28
520,2022-12-08,2022020415,Colorado Avalanche,0,Boston Bruins,4,20222023,Final,23,37
521,2022-12-08,2022020416,Edmonton Oilers,8,Arizona Coyotes,2,20222023,Final,35,18
522,2022-12-08,2022020417,Vegas Golden Knights,1,New York Rangers,5,20222023,Final,26,37
523,2022-12-08,2022020418,San Jose Sharks,5,Vancouver Canucks,6,20222023,Final,39,27
524,2022-12-09,2022020420,Toronto Maple Leafs,5,Los Angeles Kings,0,20222023,Final,41,29
525,2022-12-09,2022020421,Tampa Bay Lightning,5,Nashville Predators,2,20222023,Final,33,36
526,2022-12-09,2022020419,Florida Panthers,5,Detroit Red Wings,1,20222023,Final,41,20
527,2022-12-09,2022020422,St. Louis Blues,2,Winnipeg Jets,5,20222023,Final,31,20
528,2022-12-09,2022020423,Dallas Stars,4,Ottawa Senators,3,20222023,Final,32,31
529,2022-12-10,2022020424,Columbus Blue Jackets,3,Calgary Flames,1,20222023,Final,27,32
530,2022-12-10,2022020425,New Jersey Devils,4,New York Islanders,6,20222023,Final,29,32
531,2022-12-10,2022020426,Buffalo Sabres,3,Pittsburgh Penguins,4,20222023,Final,31,33
532,2022-12-10,2022020427,Washington Capitals,4,Seattle Kraken,1,20222023,Final,38,26
533,2022-12-10,2022020428,Chicago Blackhawks,1,Winnipeg Jets,3,20222023,Final,23,32
534,2022-12-10,2022020429,Edmonton Oilers,5,Minnesota Wild,2,20222023,Final,38,44
535,2022-12-10,2022020430,Colorado Avalanche,1,New York Rangers,2,20222023,Final,44,31
536,2022-12-10,2022020431,Arizona Coyotes,4,Boston Bruins,3,20222023,Final,16,46
537,2022-12-10,2022020432,Vegas Golden Knights,2,Philadelphia Flyers,1,20222023,Final,34,28
538,2022-12-10,2022020433,Anaheim Ducks,1,San Jose Sharks,6,20222023,Final,24,28
539,2022-12-10,2022020434,Nashville Predators,2,Ottawa Senators,3,20222023,Final,29,33
540,2022-12-10,2022020435,Dallas Stars,3,Detroit Red Wings,2,20222023,Final,33,26
541,2022-12-10,2022020436,Tampa Bay Lightning,4,Florida Panthers,1,20222023,Final,38,25
542,2022-12-11,2022020437,Pittsburgh Penguins,3,Buffalo Sabres,1,20222023,Final,31,38
543,2022-12-11,2022020438,Toronto Maple Leafs,5,Calgary Flames,4,20222023,Final,34,26
544,2022-12-11,2022020439,Montréal Canadiens,2,Los Angeles Kings,4,20222023,Final,22,35
545,2022-12-11,2022020440,New York Islanders,0,Carolina Hurricanes,3,20222023,Final,16,29
546,2022-12-11,2022020441,Vancouver Canucks,0,Minnesota Wild,3,20222023,Final,35,33
547,2022-12-11,2022020442,St. Louis Blues,2,Colorado Avalanche,3,20222023,Final,32,31
548,2022-12-11,2022020443,Columbus Blue Jackets,6,Los Angeles Kings,5,20222023,Final,26,38
549,2022-12-11,2022020444,Florida Panthers,2,Seattle Kraken,5,20222023,Final,25,32
550,2022-12-12,2022020445,Arizona Coyotes,5,Philadelphia Flyers,4,20222023,Final,29,41
551,2022-12-12,2022020446,Winnipeg Jets,2,Washington Capitals,5,20222023,Final,31,36
552,2022-12-12,2022020447,Vegas Golden Knights,1,Boston Bruins,3,20222023,Final,31,27
553,2022-12-13,2022020448,Montréal Canadiens,2,Calgary Flames,1,20222023,Final,40,37
554,2022-12-13,2022020449,Pittsburgh Penguins,2,Dallas Stars,1,20222023,Final,25,27
555,2022-12-13,2022020450,New York Rangers,4,New Jersey Devils,3,20222023,Final,23,29
556,2022-12-13,2022020451,Ottawa Senators,3,Anaheim Ducks,0,20222023,Final,38,32
557,2022-12-13,2022020452,Minnesota Wild,2,Edmonton Oilers,1,20222023,Final,30,21
558,2022-12-13,2022020453,St. Louis Blues,1,Nashville Predators,0,20222023,Final,24,25
559,2022-12-14,2022020454,Toronto Maple Leafs,7,Anaheim Ducks,0,20222023,Final,42,28
560,2022-12-14,2022020455,Florida Panthers,4,Columbus Blue Jackets,0,20222023,Final,26,22
561,2022-12-14,2022020456,New Jersey Devils,1,Dallas Stars,4,20222023,Final,36,32
562,2022-12-14,2022020457,Buffalo Sabres,6,Los Angeles Kings,0,20222023,Final,31,40
563,2022-12-14,2022020458,Boston Bruins,4,New York Islanders,3,20222023,Final,36,27
564,2022-12-14,2022020459,Tampa Bay Lightning,6,Seattle Kraken,2,20222023,Final,30,38
565,2022-12-14,2022020460,Detroit Red Wings,0,Carolina Hurricanes,1,20222023,Final,27,27
566,2022-12-14,2022020461,Nashville Predators,3,Edmonton Oilers,6,20222023,Final,32,37
567,2022-12-14,2022020462,Winnipeg Jets,5,Vegas Golden Knights,6,20222023,Final,34,33
568,2022-12-14,2022020464,Colorado Avalanche,3,Philadelphia Flyers,2,20222023,Final,25,28
569,2022-12-14,2022020463,Chicago Blackhawks,3,Washington Capitals,7,20222023,Final,29,30
570,2022-12-14,2022020465,San Jose Sharks,3,Arizona Coyotes,2,20222023,Final,33,22
571,2022-12-15,2022020466,Ottawa Senators,3,Montréal Canadiens,2,20222023,Final,31,25
572,2022-12-15,2022020467,Minnesota Wild,4,Detroit Red Wings,1,20222023,Final,22,17
573,2022-12-15,2022020468,Calgary Flames,3,Vancouver Canucks,4,20222023,Final,38,28
574,2022-12-16,2022020469,Montréal Canadiens,2,Anaheim Ducks,5,20222023,Final,25,32
575,2022-12-16,2022020470,Tampa Bay Lightning,4,Columbus Blue Jackets,1,20222023,Final,29,25
576,2022-12-16,2022020471,Washington Capitals,1,Dallas Stars,2,20222023,Final,46,26
577,2022-12-16,2022020472,Boston Bruins,2,Los Angeles Kings,3,20222023,Final,41,36
578,2022-12-16,2022020473,New Jersey Devils,1,Philadelphia Flyers,2,20222023,Final,49,24
579,2022-12-16,2022020474,Florida Panthers,2,Pittsburgh Penguins,4,20222023,Final,34,39
580,2022-12-16,2022020475,Carolina Hurricanes,3,Seattle Kraken,2,20222023,Final,39,17
581,2022-12-16,2022020476,New York Rangers,3,Toronto Maple Leafs,1,20222023,Final,20,23
582,2022-12-16,2022020477,Winnipeg Jets,2,Nashville Predators,1,20222023,Final,41,26
583,2022-12-16,2022020478,Chicago Blackhawks,1,Vegas Golden Knights,4,20222023,Final,25,25
584,2022-12-16,2022020479,Colorado Avalanche,2,Buffalo Sabres,4,20222023,Final,41,21
585,2022-12-16,2022020480,Edmonton Oilers,3,St. Louis Blues,4,20222023,Final,29,34
586,2022-12-17,2022020481,Minnesota Wild,4,Chicago Blackhawks,1,20222023,Final,22,30
587,2022-12-17,2022020482,Calgary Flames,2,St. Louis Blues,5,20222023,Final,43,24
588,2022-12-17,2022020483,Arizona Coyotes,5,New York Islanders,4,20222023,Final,29,34
589,2022-12-17,2022020484,Boston Bruins,4,Columbus Blue Jackets,2,20222023,Final,39,33
590,2022-12-17,2022020485,Detroit Red Wings,3,Ottawa Senators,6,20222023,Final,32,28
591,2022-12-17,2022020486,Edmonton Oilers,3,Anaheim Ducks,4,20222023,Final,49,17
592,2022-12-18,2022020487,Carolina Hurricanes,5,Dallas Stars,4,20222023,Final,38,30
593,2022-12-18,2022020489,Philadelphia Flyers,3,New York Rangers,6,20222023,Final,32,35
594,2022-12-18,2022020490,Montréal Canadiens,1,Tampa Bay Lightning,5,20222023,Final,23,27
595,2022-12-18,2022020491,Washington Capitals,5,Toronto Maple Leafs,2,20222023,Final,28,36
596,2022-12-18,2022020488,New Jersey Devils,2,Florida Panthers,4,20222023,Final,32,29
597,2022-12-18,2022020492,Arizona Coyotes,2,Buffalo Sabres,5,20222023,Final,31,43
598,2022-12-18,2022020493,Colorado Avalanche,3,Nashville Predators,1,20222023,Final,30,26
599,2022-12-18,2022020494,Vegas Golden Knights,2,New York Islanders,5,20222023,Final,38,26
600,2022-12-18,2022020495,Vancouver Canucks,1,Winnipeg Jets,5,20222023,Final,23,27
601,2022-12-18,2022020496,Los Angeles Kings,3,San Jose Sharks,2,20222023,Final,44,28
602,2022-12-18,2022020497,Minnesota Wild,4,Ottawa Senators,2,20222023,Final,23,28
603,2022-12-18,2022020498,Carolina Hurricanes,3,Pittsburgh Penguins,2,20222023,Final,29,25
604,2022-12-19,2022020499,Chicago Blackhawks,1,New York Rangers,7,20222023,Final,30,26
605,2022-12-19,2022020500,Seattle Kraken,3,Winnipeg Jets,2,20222023,Final,34,17
606,2022-12-19,2022020501,San Jose Sharks,2,Calgary Flames,5,20222023,Final,26,25
607,2022-12-20,2022020502,Columbus Blue Jackets,1,Dallas Stars,2,20222023,Final,28,34
608,2022-12-20,2022020503,Washington Capitals,4,Detroit Red Wings,3,20222023,Final,42,19
609,2022-12-20,2022020504,Boston Bruins,7,Florida Panthers,3,20222023,Final,26,39
610,2022-12-20,2022020505,Nashville Predators,4,Edmonton Oilers,3,20222023,Final,35,33
611,2022-12-20,2022020506,Colorado Avalanche,1,New York Islanders,0,20222023,Final,48,27
612,2022-12-20,2022020507,Vegas Golden Knights,2,Buffalo Sabres,3,20222023,Final,43,18
613,2022-12-20,2022020508,Arizona Coyotes,2,Montréal Canadiens,3,20222023,Final,39,26
614,2022-12-20,2022020509,Vancouver Canucks,1,St. Louis Blues,5,20222023,Final,34,27
615,2022-12-21,2022020510,Philadelphia Flyers,5,Columbus Blue Jackets,3,20222023,Final,39,33
616,2022-12-21,2022020511,Pittsburgh Penguins,3,New York Rangers,2,20222023,Final,24,28
617,2022-12-21,2022020512,Carolina Hurricanes,4,New Jersey Devils,1,20222023,Final,20,38
618,2022-12-21,2022020513,Toronto Maple Leafs,4,Tampa Bay Lightning,1,20222023,Final,40,19
619,2022-12-21,2022020514,Winnipeg Jets,5,Ottawa Senators,1,20222023,Final,24,36
620,2022-12-21,2022020515,Seattle Kraken,5,St. Louis Blues,2,20222023,Final,33,24
621,2022-12-21,2022020516,Los Angeles Kings,4,Anaheim Ducks,1,20222023,Final,41,25
622,2022-12-21,2022020517,San Jose Sharks,3,Calgary Flames,7,20222023,Final,27,39
623,2022-12-22,2022020518,Florida Panthers,2,New Jersey Devils,4,20222023,Final,36,33
624,2022-12-22,2022020519,Detroit Red Wings,7,Tampa Bay Lightning,4,20222023,Final,31,38
625,2022-12-22,2022020520,Colorado Avalanche,2,Montréal Canadiens,1,20222023,Final,36,20
626,2022-12-22,2022020521,Chicago Blackhawks,2,Nashville Predators,4,20222023,Final,39,37
627,2022-12-22,2022020522,Dallas Stars,3,Edmonton Oilers,6,20222023,Final,27,34
628,2022-12-22,2022020523,Vegas Golden Knights,5,Arizona Coyotes,2,20222023,Final,34,23
629,2022-12-22,2022020524,Anaheim Ducks,1,Minnesota Wild,4,20222023,Final,22,42
630,2022-12-22,2022020525,Toronto Maple Leafs,4,Philadelphia Flyers,3,20222023,Final,34,19
631,2022-12-23,2022020526,Pittsburgh Penguins,3,Carolina Hurricanes,4,20222023,Final,27,36
632,2022-12-23,2022020527,New York Rangers,5,New York Islanders,3,20222023,Final,34,18
633,2022-12-23,2022020528,Ottawa Senators,2,Washington Capitals,3,20222023,Final,25,40
634,2022-12-23,2022020529,Boston Bruins,3,Winnipeg Jets,2,20222023,Final,39,27
635,2022-12-23,2022020530,Vancouver Canucks,6,Seattle Kraken,5,20222023,Final,40,39
636,2022-12-23,2022020531,Los Angeles Kings,4,Calgary Flames,3,20222023,Final,32,30
637,2022-12-23,2022020532,San Jose Sharks,5,Minnesota Wild,2,20222023,Final,25,26
638,2022-12-24,2022020533,New Jersey Devils,3,Boston Bruins,4,20222023,Final,40,23
639,2022-12-24,2022020535,Carolina Hurricanes,6,Philadelphia Flyers,5,20222023,Final,37,31
640,2022-12-24,2022020537,Washington Capitals,4,Winnipeg Jets,1,20222023,Final,27,26
641,2022-12-24,2022020538,New York Islanders,5,Florida Panthers,1,20222023,Final,43,23
642,2022-12-24,2022020539,Nashville Predators,2,Colorado Avalanche,3,20222023,Final,39,46
643,2022-12-24,2022020541,Dallas Stars,4,Montréal Canadiens,2,20222023,Final,36,24
644,2022-12-24,2022020540,Chicago Blackhawks,5,Columbus Blue Jackets,2,20222023,Final,38,29
645,2022-12-24,2022020542,Edmonton Oilers,2,Vancouver Canucks,5,20222023,Final,33,30
646,2022-12-24,2022020543,Arizona Coyotes,2,Los Angeles Kings,1,20222023,Final,26,29
647,2022-12-24,2022020545,Vegas Golden Knights,5,St. Louis Blues,4,20222023,Final,36,31
648,2022-12-24,2022020544,Anaheim Ducks,2,Calgary Flames,3,20222023,Final,23,45
649,2022-12-28,2022020546,Ottawa Senators,3,Boston Bruins,2,20222023,Final,35,53
650,2022-12-28,2022020548,Carolina Hurricanes,3,Chicago Blackhawks,0,20222023,Final,49,24
651,2022-12-28,2022020549,New York Rangers,0,Washington Capitals,4,20222023,Final,32,30
652,2022-12-28,2022020550,New York Islanders,5,Pittsburgh Penguins,1,20222023,Final,42,21
653,2022-12-28,2022020551,Nashville Predators,2,Dallas Stars,3,20222023,Final,28,33
654,2022-12-28,2022020552,Winnipeg Jets,1,Minnesota Wild,4,20222023,Final,32,28
655,2022-12-28,2022020553,St. Louis Blues,4,Toronto Maple Leafs,5,20222023,Final,34,37
656,2022-12-28,2022020554,Arizona Coyotes,6,Colorado Avalanche,3,20222023,Final,33,31
657,2022-12-28,2022020555,Calgary Flames,1,Edmonton Oilers,2,20222023,Final,47,22
658,2022-12-28,2022020556,Vancouver Canucks,6,San Jose Sharks,2,20222023,Final,25,26
659,2022-12-28,2022020557,Los Angeles Kings,4,Vegas Golden Knights,2,20222023,Final,25,25
660,2022-12-29,2022020559,Tampa Bay Lightning,4,Montréal Canadiens,1,20222023,Final,38,26
661,2022-12-29,2022020558,New Jersey Devils,1,Boston Bruins,3,20222023,Final,31,27
662,2022-12-29,2022020560,Pittsburgh Penguins,4,Detroit Red Wings,5,20222023,Final,31,46
663,2022-12-29,2022020561,Seattle Kraken,2,Calgary Flames,3,20222023,Final,31,44
664,2022-12-29,2022020562,Anaheim Ducks,3,Vegas Golden Knights,2,20222023,Final,29,52
665,2022-12-30,2022020563,Buffalo Sabres,6,Detroit Red Wings,3,20222023,Final,35,31
666,2022-12-30,2022020564,Florida Panthers,7,Montréal Canadiens,2,20222023,Final,41,27
667,2022-12-30,2022020565,Tampa Bay Lightning,2,New York Rangers,1,20222023,Final,46,51
668,2022-12-30,2022020566,Washington Capitals,3,Ottawa Senators,4,20222023,Final,23,45
669,2022-12-30,2022020567,New York Islanders,2,Columbus Blue Jackets,1,20222023,Final,36,21
670,2022-12-30,2022020568,St. Louis Blues,3,Chicago Blackhawks,1,20222023,Final,29,22
671,2022-12-30,2022020569,Minnesota Wild,1,Dallas Stars,4,20222023,Final,24,43
672,2022-12-30,2022020570,Winnipeg Jets,4,Vancouver Canucks,2,20222023,Final,39,22
673,2022-12-30,2022020571,Colorado Avalanche,4,Los Angeles Kings,5,20222023,Final,29,30
674,2022-12-30,2022020572,Arizona Coyotes,6,Toronto Maple Leafs,3,20222023,Final,23,32
675,2022-12-30,2022020573,San Jose Sharks,3,Philadelphia Flyers,4,20222023,Final,28,26
676,2022-12-30,2022020574,Anaheim Ducks,1,Nashville Predators,6,20222023,Final,27,43
677,2022-12-31,2022020576,Pittsburgh Penguins,2,New Jersey Devils,4,20222023,Final,27,28
678,2022-12-31,2022020575,Carolina Hurricanes,4,Florida Panthers,0,20222023,Final,34,19
679,2022-12-31,2022020577,Seattle Kraken,2,Edmonton Oilers,7,20222023,Final,38,32
680,2022-12-31,2022020578,Boston Bruins,3,Buffalo Sabres,4,20222023,Final,40,25
681,2022-12-31,2022020583,Columbus Blue Jackets,4,Chicago Blackhawks,1,20222023,Final,38,28
682,2022-12-31,2022020579,Vegas Golden Knights,5,Nashville Predators,4,20222023,Final,32,37
683,2022-12-31,2022020581,Los Angeles Kings,2,Philadelphia Flyers,4,20222023,Final,29,23
684,2022-12-31,2022020580,Washington Capitals,9,Montréal Canadiens,2,20222023,Final,40,33
685,2022-12-31,2022020582,Tampa Bay Lightning,5,Arizona Coyotes,3,20222023,Final,35,31
686,2022-12-31,2022020589,St. Louis Blues,2,Minnesota Wild,5,20222023,Final,31,32
687,2023-01-01,2022020585,Colorado Avalanche,2,Toronto Maple Leafs,6,20222023,Final,28,32
688,2023-01-01,2022020584,Detroit Red Wings,4,Ottawa Senators,2,20222023,Final,25,23
689,2023-01-01,2022020586,Dallas Stars,5,San Jose Sharks,2,20222023,Final,31,31
690,2023-01-01,2022020587,Calgary Flames,3,Vancouver Canucks,2,20222023,Final,30,24
691,2023-01-01,2022020588,Edmonton Oilers,1,Winnipeg Jets,2,20222023,Final,32,17
692,2023-01-01,2022020590,New Jersey Devils,4,Carolina Hurricanes,5,20222023,Final,31,49
693,2023-01-01,2022020591,Florida Panthers,3,New York Rangers,5,20222023,Final,35,28
694,2023-01-02,2022020593,Chicago Blackhawks,2,San Jose Sharks,5,20222023,Final,22,28
695,2023-01-02,2022020592,Ottawa Senators,3,Buffalo Sabres,1,20222023,Final,33,34
696,2023-01-02,2022020594,Seattle Kraken,4,New York Islanders,1,20222023,Final,35,19
697,2023-01-02,2022020595,Boston Bruins,2,Pittsburgh Penguins,1,20222023,Final,29,27
698,2023-01-03,2022020596,Colorado Avalanche,2,Vegas Golden Knights,3,20222023,Final,29,28
699,2023-01-03,2022020597,Anaheim Ducks,1,Philadelphia Flyers,4,20222023,Final,29,33
700,2023-01-04,2022020598,Florida Panthers,5,Arizona Coyotes,3,20222023,Final,37,36
701,2023-01-04,2022020599,Washington Capitals,4,Buffalo Sabres,5,20222023,Final,32,29
702,2023-01-04,2022020600,New York Rangers,5,Carolina Hurricanes,3,20222023,Final,31,23
703,2023-01-04,2022020601,Ottawa Senators,4,Columbus Blue Jackets,0,20222023,Final,34,22
704,2023-01-04,2022020602,Toronto Maple Leafs,5,St. Louis Blues,6,20222023,Final,28,36
705,2023-01-04,2022020603,Winnipeg Jets,3,Calgary Flames,2,20222023,Final,25,35
706,2023-01-04,2022020604,Nashville Predators,6,Montréal Canadiens,3,20222023,Final,34,27
707,2023-01-04,2022020605,Chicago Blackhawks,1,Tampa Bay Lightning,4,20222023,Final,26,29
708,2023-01-04,2022020606,Edmonton Oilers,2,Seattle Kraken,5,20222023,Final,32,24
709,2023-01-04,2022020607,Vancouver Canucks,2,New York Islanders,6,20222023,Final,26,29
710,2023-01-04,2022020608,Los Angeles Kings,3,Dallas Stars,2,20222023,Final,35,30
711,2023-01-05,2022020609,Detroit Red Wings,1,New Jersey Devils,5,20222023,Final,33,27
712,2023-01-05,2022020610,Minnesota Wild,5,Tampa Bay Lightning,1,20222023,Final,33,35
713,2023-01-05,2022020611,Anaheim Ducks,2,Dallas Stars,0,20222023,Final,27,35
714,2023-01-06,2022020612,Philadelphia Flyers,6,Arizona Coyotes,2,20222023,Final,34,23
715,2023-01-06,2022020613,Montréal Canadiens,1,New York Rangers,4,20222023,Final,18,31
716,2023-01-06,2022020614,Carolina Hurricanes,3,Nashville Predators,5,20222023,Final,67,25
717,2023-01-06,2022020615,Toronto Maple Leafs,1,Seattle Kraken,5,20222023,Final,27,26
718,2023-01-06,2022020616,New Jersey Devils,3,St. Louis Blues,5,20222023,Final,39,19
719,2023-01-06,2022020617,Columbus Blue Jackets,2,Washington Capitals,6,20222023,Final,27,37
720,2023-01-06,2022020618,Edmonton Oilers,4,New York Islanders,2,20222023,Final,38,22
721,2023-01-06,2022020619,Vancouver Canucks,4,Colorado Avalanche,2,20222023,Final,43,32
722,2023-01-06,2022020620,Vegas Golden Knights,5,Pittsburgh Penguins,2,20222023,Final,31,40
723,2023-01-06,2022020621,Los Angeles Kings,2,Boston Bruins,5,20222023,Final,29,22
724,2023-01-07,2022020622,Washington Capitals,2,Nashville Predators,3,20222023,Final,32,21
725,2023-01-07,2022020623,Detroit Red Wings,2,Florida Panthers,3,20222023,Final,31,20
726,2023-01-07,2022020624,Winnipeg Jets,4,Tampa Bay Lightning,2,20222023,Final,20,28
727,2023-01-07,2022020625,Chicago Blackhawks,2,Arizona Coyotes,0,20222023,Final,32,22
728,2023-01-07,2022020626,Calgary Flames,4,New York Islanders,1,20222023,Final,21,25
729,2023-01-07,2022020627,Anaheim Ducks,5,San Jose Sharks,4,20222023,Final,29,41
730,2023-01-07,2022020628,New Jersey Devils,4,New York Rangers,3,20222023,Final,43,34
731,2023-01-07,2022020629,Columbus Blue Jackets,4,Carolina Hurricanes,3,20222023,Final,23,45
732,2023-01-08,2022020630,Toronto Maple Leafs,4,Detroit Red Wings,1,20222023,Final,29,23
733,2023-01-08,2022020631,Buffalo Sabres,6,Minnesota Wild,5,20222023,Final,37,44
734,2023-01-08,2022020632,Ottawa Senators,4,Seattle Kraken,8,20222023,Final,23,24
735,2023-01-08,2022020633,Montréal Canadiens,5,St. Louis Blues,4,20222023,Final,27,22
736,2023-01-08,2022020635,Vegas Golden Knights,1,Los Angeles Kings,5,20222023,Final,20,23
737,2023-01-08,2022020634,Edmonton Oilers,2,Colorado Avalanche,3,20222023,Final,30,46
738,2023-01-08,2022020636,San Jose Sharks,2,Boston Bruins,4,20222023,Final,30,29
739,2023-01-08,2022020638,Winnipeg Jets,7,Vancouver Canucks,4,20222023,Final,27,38
740,2023-01-08,2022020637,Dallas Stars,5,Florida Panthers,1,20222023,Final,34,28
741,2023-01-08,2022020639,Washington Capitals,1,Columbus Blue Jackets,0,20222023,Final,19,38
742,2023-01-09,2022020641,Arizona Coyotes,1,Pittsburgh Penguins,4,20222023,Final,24,28
743,2023-01-09,2022020640,Chicago Blackhawks,4,Calgary Flames,3,20222023,Final,25,47
744,2023-01-09,2022020642,Minnesota Wild,0,St. Louis Blues,3,20222023,Final,35,24
745,2023-01-09,2022020643,Philadelphia Flyers,2,Toronto Maple Leafs,6,20222023,Final,36,35
746,2023-01-09,2022020644,Anaheim Ducks,1,Boston Bruins,7,20222023,Final,29,42
747,2023-01-10,2022020990,Buffalo Sabres,0,Philadelphia Flyers,4,20222023,Final,28,38
748,2023-01-10,2022020645,Ottawa Senators,0,Nashville Predators,3,20222023,Final,38,36
749,2023-01-10,2022020646,Montréal Canadiens,0,Seattle Kraken,4,20222023,Final,21,41
750,2023-01-10,2022020647,Los Angeles Kings,6,Edmonton Oilers,3,20222023,Final,38,31
751,2023-01-11,2022020648,Tampa Bay Lightning,6,Columbus Blue Jackets,3,20222023,Final,46,24
752,2023-01-11,2022020649,New York Rangers,4,Minnesota Wild,3,20222023,Final,46,35
753,2023-01-11,2022020650,Carolina Hurricanes,3,New Jersey Devils,5,20222023,Final,28,23
754,2023-01-11,2022020651,Buffalo Sabres,3,Seattle Kraken,4,20222023,Final,35,22
755,2023-01-11,2022020652,Pittsburgh Penguins,5,Vancouver Canucks,4,20222023,Final,36,24
756,2023-01-11,2022020654,Detroit Red Wings,7,Winnipeg Jets,5,20222023,Final,23,37
757,2023-01-11,2022020653,New York Islanders,1,Dallas Stars,2,20222023,Final,31,29
758,2023-01-11,2022020655,St. Louis Blues,4,Calgary Flames,3,20222023,Final,27,31
759,2023-01-11,2022020657,Arizona Coyotes,2,San Jose Sharks,4,20222023,Final,29,33
760,2023-01-11,2022020656,Colorado Avalanche,4,Florida Panthers,5,20222023,Final,31,38
761,2023-01-12,2022020659,Philadelphia Flyers,5,Washington Capitals,3,20222023,Final,36,29
762,2023-01-12,2022020658,Toronto Maple Leafs,2,Nashville Predators,1,20222023,Final,35,33
763,2023-01-12,2022020660,Anaheim Ducks,2,Edmonton Oilers,6,20222023,Final,23,53
764,2023-01-12,2022020661,Los Angeles Kings,4,San Jose Sharks,3,20222023,Final,37,30
765,2023-01-13,2022020662,Columbus Blue Jackets,2,Carolina Hurricanes,6,20222023,Final,23,41
766,2023-01-13,2022020663,New York Rangers,2,Dallas Stars,1,20222023,Final,31,25
767,2023-01-13,2022020664,Montréal Canadiens,4,Nashville Predators,3,20222023,Final,35,42
768,2023-01-13,2022020665,Boston Bruins,0,Seattle Kraken,3,20222023,Final,27,31
769,2023-01-13,2022020666,Detroit Red Wings,4,Toronto Maple Leafs,1,20222023,Final,23,33
770,2023-01-13,2022020667,Tampa Bay Lightning,5,Vancouver Canucks,4,20222023,Final,35,40
771,2023-01-13,2022020668,Buffalo Sabres,2,Winnipeg Jets,4,20222023,Final,41,27
772,2023-01-13,2022020669,New York Islanders,1,Minnesota Wild,3,20222023,Final,20,36
773,2023-01-13,2022020670,St. Louis Blues,1,Calgary Flames,4,20222023,Final,26,40
774,2023-01-13,2022020671,Chicago Blackhawks,3,Colorado Avalanche,2,20222023,Final,30,33
775,2023-01-13,2022020672,Arizona Coyotes,3,Ottawa Senators,5,20222023,Final,29,47
776,2023-01-13,2022020673,Vegas Golden Knights,4,Florida Panthers,2,20222023,Final,33,40
777,2023-01-14,2022020674,Pittsburgh Penguins,1,Winnipeg Jets,4,20222023,Final,23,40
778,2023-01-14,2022020675,Anaheim Ducks,2,New Jersey Devils,6,20222023,Final,33,39
