,date,game_id,home_team,home_score,away_team,away_score,season,game_state,home_shots,away_shots
779,2023-01-14,2022020676,San Jose Sharks,1,Edmonton Oilers,7,20222023,Final,26,41
780,2023-01-14,2022020677,Dallas Stars,5,Calgary Flames,6,20222023,Final,34,36
781,2023-01-15,2022020680,Colorado Avalanche,7,Ottawa Senators,0,20222023,Final,33,29
782,2023-01-15,2022020678,Detroit Red Wings,3,Columbus Blue Jackets,4,20222023,Final,28,25
783,2023-01-15,2022020679,New York Islanders,2,Montréal Canadiens,1,20222023,Final,38,23
784,2023-01-15,2022020681,Washington Capitals,1,Philadelphia Flyers,3,20222023,Final,40,25
785,2023-01-15,2022020682,Carolina Hurricanes,2,Pittsburgh Penguins,1,20222023,Final,36,35
786,2023-01-15,2022020683,Boston Bruins,4,Toronto Maple Leafs,3,20222023,Final,34,21
787,2023-01-15,2022020684,Florida Panthers,4,Vancouver Canucks,3,20222023,Final,35,38
788,2023-01-15,2022020685,Minnesota Wild,2,Arizona Coyotes,1,20222023,Final,27,28
789,2023-01-15,2022020686,Nashville Predators,3,Buffalo Sabres,5,20222023,Final,41,33
790,2023-01-15,2022020687,Chicago Blackhawks,5,Seattle Kraken,8,20222023,Final,27,30
791,2023-01-15,2022020688,St. Louis Blues,2,Tampa Bay Lightning,4,20222023,Final,25,30
792,2023-01-15,2022020689,Vegas Golden Knights,3,Edmonton Oilers,4,20222023,Final,30,37
793,2023-01-15,2022020690,Los Angeles Kings,2,New Jersey Devils,5,20222023,Final,37,28
794,2023-01-15,2022020691,New York Rangers,1,Montréal Canadiens,2,20222023,Final,39,31
795,2023-01-15,2022020692,Carolina Hurricanes,3,Vancouver Canucks,4,20222023,Final,33,35
796,2023-01-16,2022020693,Winnipeg Jets,2,Arizona Coyotes,1,20222023,Final,24,21
797,2023-01-16,2022020694,Buffalo Sabres,1,Florida Panthers,4,20222023,Final,29,34
798,2023-01-16,2022020695,Boston Bruins,6,Philadelphia Flyers,0,20222023,Final,29,29
799,2023-01-16,2022020696,Colorado Avalanche,6,Detroit Red Wings,3,20222023,Final,27,29
800,2023-01-16,2022020697,San Jose Sharks,3,New Jersey Devils,4,20222023,Final,34,43
801,2023-01-16,2022020698,Seattle Kraken,1,Tampa Bay Lightning,4,20222023,Final,23,31
802,2023-01-16,2022020699,Vegas Golden Knights,0,Dallas Stars,4,20222023,Final,27,36
803,2023-01-17,2022020700,Pittsburgh Penguins,4,Anaheim Ducks,3,20222023,Final,45,29
804,2023-01-17,2022020701,Columbus Blue Jackets,1,New York Rangers,3,20222023,Final,25,33
805,2023-01-17,2022020702,New York Islanders,3,Washington Capitals,4,20222023,Final,30,35
806,2023-01-17,2022020703,Nashville Predators,2,Calgary Flames,1,20222023,Final,29,39
807,2023-01-17,2022020704,St. Louis Blues,2,Ottawa Senators,1,20222023,Final,20,33
808,2023-01-18,2022020705,Philadelphia Flyers,5,Anaheim Ducks,2,20222023,Final,39,27
809,2023-01-18,2022020706,Toronto Maple Leafs,5,Florida Panthers,4,20222023,Final,37,19
810,2023-01-18,2022020707,Washington Capitals,2,Minnesota Wild,4,20222023,Final,36,22
811,2023-01-18,2022020708,Montréal Canadiens,4,Winnipeg Jets,1,20222023,Final,28,26
812,2023-01-18,2022020338,Nashville Predators,2,Columbus Blue Jackets,1,20222023,Final,28,40
813,2023-01-18,2022020709,Chicago Blackhawks,4,Buffalo Sabres,3,20222023,Final,26,33
814,2023-01-18,2022020710,Arizona Coyotes,4,Detroit Red Wings,3,20222023,Final,25,41
815,2023-01-18,2022020711,Edmonton Oilers,5,Seattle Kraken,2,20222023,Final,34,31
816,2023-01-19,2022020712,Ottawa Senators,5,Pittsburgh Penguins,4,20222023,Final,40,19
817,2023-01-19,2022020713,New York Islanders,1,Boston Bruins,4,20222023,Final,26,24
818,2023-01-19,2022020714,Calgary Flames,1,Colorado Avalanche,4,20222023,Final,35,31
819,2023-01-19,2022020715,Vancouver Canucks,2,Tampa Bay Lightning,5,20222023,Final,39,25
820,2023-01-19,2022020716,San Jose Sharks,5,Dallas Stars,3,20222023,Final,28,36
821,2023-01-20,2022020717,Columbus Blue Jackets,3,Anaheim Ducks,5,20222023,Final,33,33
822,2023-01-20,2022020718,New York Rangers,1,Boston Bruins,3,20222023,Final,32,27
823,2023-01-20,2022020719,Philadelphia Flyers,1,Chicago Blackhawks,4,20222023,Final,38,29
824,2023-01-20,2022020720,Montréal Canadiens,2,Florida Panthers,6,20222023,Final,25,40
825,2023-01-20,2022020721,Carolina Hurricanes,5,Minnesota Wild,2,20222023,Final,29,31
826,2023-01-20,2022020723,Toronto Maple Leafs,4,Winnipeg Jets,1,20222023,Final,27,38
827,2023-01-20,2022020722,Buffalo Sabres,3,New York Islanders,2,20222023,Final,45,26
828,2023-01-20,2022020724,St. Louis Blues,5,Nashville Predators,2,20222023,Final,33,26
829,2023-01-20,2022020725,Edmonton Oilers,5,Tampa Bay Lightning,3,20222023,Final,34,31
830,2023-01-20,2022020726,Arizona Coyotes,0,Washington Capitals,4,20222023,Final,26,33
831,2023-01-20,2022020727,Vegas Golden Knights,2,Detroit Red Wings,3,20222023,Final,35,25
832,2023-01-20,2022020728,Seattle Kraken,4,New Jersey Devils,3,20222023,Final,40,30
833,2023-01-20,2022020729,Los Angeles Kings,0,Dallas Stars,4,20222023,Final,34,24
834,2023-01-21,2022020730,Pittsburgh Penguins,4,Ottawa Senators,1,20222023,Final,44,45
835,2023-01-21,2022020731,Vancouver Canucks,1,Colorado Avalanche,4,20222023,Final,29,29
836,2023-01-21,2022020732,Buffalo Sabres,6,Anaheim Ducks,3,20222023,Final,39,37
837,2023-01-21,2022020733,Calgary Flames,6,Tampa Bay Lightning,3,20222023,Final,41,24
838,2023-01-21,2022020734,Florida Panthers,5,Minnesota Wild,3,20222023,Final,27,32
839,2023-01-22,2022020735,Detroit Red Wings,1,Philadelphia Flyers,2,20222023,Final,31,25
840,2023-01-22,2022020736,Columbus Blue Jackets,5,San Jose Sharks,3,20222023,Final,29,26
841,2023-01-22,2022020737,Montréal Canadiens,3,Toronto Maple Leafs,2,20222023,Final,31,38
842,2023-01-22,2022020738,Ottawa Senators,1,Winnipeg Jets,5,20222023,Final,26,30
843,2023-01-22,2022020739,New York Islanders,2,Carolina Hurricanes,5,20222023,Final,31,26
844,2023-01-22,2022020740,Dallas Stars,4,Arizona Coyotes,0,20222023,Final,39,33
845,2023-01-22,2022020741,St. Louis Blues,3,Chicago Blackhawks,5,20222023,Final,32,18
846,2023-01-22,2022020742,Nashville Predators,5,Los Angeles Kings,3,20222023,Final,28,34
847,2023-01-22,2022020743,Seattle Kraken,1,Colorado Avalanche,2,20222023,Final,27,28
848,2023-01-22,2022020744,Vancouver Canucks,2,Edmonton Oilers,4,20222023,Final,29,29
849,2023-01-22,2022020745,Vegas Golden Knights,6,Washington Capitals,2,20222023,Final,27,22
850,2023-01-22,2022020746,New Jersey Devils,2,Pittsburgh Penguins,1,20222023,Final,25,26
851,2023-01-23,2022020747,Chicago Blackhawks,1,Los Angeles Kings,2,20222023,Final,19,27
852,2023-01-23,2022020748,Boston Bruins,4,San Jose Sharks,0,20222023,Final,22,18
853,2023-01-23,2022020749,Philadelphia Flyers,3,Winnipeg Jets,5,20222023,Final,31,30
854,2023-01-23,2022020750,Arizona Coyotes,4,Vegas Golden Knights,1,20222023,Final,23,36
855,2023-01-24,2022020751,New York Rangers,6,Florida Panthers,2,20222023,Final,26,35
856,2023-01-24,2022020752,Toronto Maple Leafs,5,New York Islanders,2,20222023,Final,39,33
857,2023-01-24,2022020753,Dallas Stars,2,Buffalo Sabres,3,20222023,Final,31,25
858,2023-01-24,2022020754,Calgary Flames,4,Columbus Blue Jackets,3,20222023,Final,49,25
859,2023-01-25,2022020755,Montréal Canadiens,2,Boston Bruins,4,20222023,Final,22,29
860,2023-01-25,2022020756,Pittsburgh Penguins,7,Florida Panthers,6,20222023,Final,49,39
861,2023-01-25,2022020757,Philadelphia Flyers,3,Los Angeles Kings,4,20222023,Final,31,38
862,2023-01-25,2022020758,Tampa Bay Lightning,4,Minnesota Wild,2,20222023,Final,39,35
863,2023-01-25,2022020760,Detroit Red Wings,3,San Jose Sharks,2,20222023,Final,35,30
864,2023-01-25,2022020759,New Jersey Devils,3,Vegas Golden Knights,2,20222023,Final,36,30
865,2023-01-25,2022020761,St. Louis Blues,3,Buffalo Sabres,5,20222023,Final,28,31
866,2023-01-25,2022020762,Nashville Predators,2,Winnipeg Jets,1,20222023,Final,41,33
867,2023-01-25,2022020763,Arizona Coyotes,2,Anaheim Ducks,5,20222023,Final,39,43
868,2023-01-25,2022020764,Colorado Avalanche,3,Washington Capitals,2,20222023,Final,26,39
869,2023-01-25,2022020765,Vancouver Canucks,5,Chicago Blackhawks,2,20222023,Final,48,14
870,2023-01-26,2022020766,Ottawa Senators,2,New York Islanders,1,20222023,Final,38,36
871,2023-01-26,2022020767,Toronto Maple Leafs,3,New York Rangers,2,20222023,Final,35,29
872,2023-01-26,2022020768,Dallas Stars,2,Carolina Hurricanes,3,20222023,Final,21,24
873,2023-01-26,2022020769,Edmonton Oilers,2,Columbus Blue Jackets,3,20222023,Final,36,27
874,2023-01-26,2022020770,Seattle Kraken,6,Vancouver Canucks,1,20222023,Final,35,20
875,2023-01-27,2022020771,Tampa Bay Lightning,3,Boston Bruins,2,20222023,Final,35,39
876,2023-01-27,2022020772,Montréal Canadiens,3,Detroit Red Wings,4,20222023,Final,23,42
877,2023-01-27,2022020773,Washington Capitals,3,Pittsburgh Penguins,2,20222023,Final,48,40
878,2023-01-27,2022020774,Winnipeg Jets,2,Buffalo Sabres,3,20222023,Final,21,36
879,2023-01-27,2022020775,Nashville Predators,6,New Jersey Devils,4,20222023,Final,41,39
880,2023-01-27,2022020778,Minnesota Wild,3,Philadelphia Flyers,2,20222023,Final,23,30
881,2023-01-27,2022020776,Colorado Avalanche,3,Anaheim Ducks,5,20222023,Final,44,32
882,2023-01-27,2022020777,Calgary Flames,1,Chicago Blackhawks,5,20222023,Final,35,29
883,2023-01-27,2022020779,Arizona Coyotes,5,St. Louis Blues,0,20222023,Final,26,33
884,2023-01-28,2022020780,New York Islanders,2,Detroit Red Wings,0,20222023,Final,29,23
885,2023-01-28,2022020781,Florida Panthers,3,Los Angeles Kings,4,20222023,Final,48,33
886,2023-01-28,2022020782,Toronto Maple Leafs,2,Ottawa Senators,6,20222023,Final,33,34
887,2023-01-28,2022020783,Carolina Hurricanes,5,San Jose Sharks,4,20222023,Final,36,30
888,2023-01-28,2022020784,New York Rangers,4,Vegas Golden Knights,1,20222023,Final,40,34
889,2023-01-28,2022020785,Dallas Stars,2,New Jersey Devils,3,20222023,Final,35,29
890,2023-01-28,2022020786,Seattle Kraken,2,Calgary Flames,5,20222023,Final,30,38
891,2023-01-28,2022020787,Vancouver Canucks,5,Columbus Blue Jackets,2,20222023,Final,34,26
892,2023-01-28,2022020788,Colorado Avalanche,4,St. Louis Blues,2,20222023,Final,31,28
893,2023-01-28,2022020789,Florida Panthers,4,Boston Bruins,3,20222023,Final,37,41
894,2023-01-29,2022020792,Winnipeg Jets,0,Philadelphia Flyers,4,20222023,Final,40,33
895,2023-01-29,2022020790,Tampa Bay Lightning,5,Los Angeles Kings,2,20222023,Final,25,28
896,2023-01-29,2022020791,Ottawa Senators,5,Montréal Canadiens,0,20222023,Final,36,28
897,2023-01-29,2022020793,Pittsburgh Penguins,4,San Jose Sharks,6,20222023,Final,41,32
898,2023-01-29,2022020794,New York Islanders,2,Vegas Golden Knights,1,20222023,Final,38,46
899,2023-01-29,2022020795,Minnesota Wild,3,Buffalo Sabres,2,20222023,Final,38,33
900,2023-01-29,2022020798,Seattle Kraken,3,Columbus Blue Jackets,1,20222023,Final,31,25
901,2023-01-29,2022020797,Edmonton Oilers,7,Chicago Blackhawks,3,20222023,Final,43,29
902,2023-01-29,2022020796,Anaheim Ducks,2,Arizona Coyotes,1,20222023,Final,45,34
903,2023-01-29,2022020799,Carolina Hurricanes,4,Boston Bruins,1,20222023,Final,36,25
904,2023-01-29,2022020800,Toronto Maple Leafs,5,Washington Capitals,1,20222023,Final,27,24
905,2023-01-31,2022020801,Winnipeg Jets,4,St. Louis Blues,2,20222023,Final,39,26
906,2023-02-01,2022020802,Carolina Hurricanes,5,Los Angeles Kings,4,20222023,Final,30,21
907,2023-02-01,2022020803,Montréal Canadiens,4,Ottawa Senators,5,20222023,Final,32,29
908,2023-02-01,2022020804,Columbus Blue Jackets,3,Washington Capitals,4,20222023,Final,34,34
909,2023-02-02,2022020805,Buffalo Sabres,1,Carolina Hurricanes,5,20222023,Final,30,34
910,2023-02-02,2022020806,Toronto Maple Leafs,2,Boston Bruins,5,20222023,Final,35,29
911,2023-02-04,2022040671,Team Central,6,Team Pacific,4,20222023,Final,0,0
912,2023-02-04,2022040672,Team Atlantic,10,Team Metropolitan,6,20222023,Final,0,0
913,2023-02-04,2022040673,Team Atlantic,7,Team Central,5,20222023,Final,0,0
914,2023-02-07,2022020807,Philadelphia Flyers,1,New York Islanders,2,20222023,Final,26,30
915,2023-02-07,2022020808,Florida Panthers,7,Tampa Bay Lightning,1,20222023,Final,49,33
916,2023-02-07,2022020809,New York Rangers,5,Calgary Flames,4,20222023,Final,33,32
917,2023-02-07,2022020810,New Jersey Devils,5,Vancouver Canucks,4,20222023,Final,34,30
918,2023-02-07,2022020811,Dallas Stars,3,Anaheim Ducks,2,20222023,Final,44,36
919,2023-02-07,2022020812,Arizona Coyotes,3,Minnesota Wild,2,20222023,Final,36,35
920,2023-02-08,2022020813,Pittsburgh Penguins,2,Colorado Avalanche,1,20222023,Final,38,42
921,2023-02-08,2022020814,Tampa Bay Lightning,3,San Jose Sharks,4,20222023,Final,37,22
922,2023-02-08,2022020815,Detroit Red Wings,2,Edmonton Oilers,5,20222023,Final,32,27
923,2023-02-08,2022020816,New York Islanders,4,Seattle Kraken,0,20222023,Final,28,32
924,2023-02-08,2022020817,Nashville Predators,1,Vegas Golden Knights,5,20222023,Final,17,30
925,2023-02-08,2022020818,Chicago Blackhawks,2,Anaheim Ducks,3,20222023,Final,29,26
926,2023-02-09,2022020819,New York Rangers,4,Vancouver Canucks,3,20222023,Final,21,25
927,2023-02-09,2022020820,Dallas Stars,4,Minnesota Wild,1,20222023,Final,37,39
928,2023-02-10,2022020821,Tampa Bay Lightning,5,Colorado Avalanche,0,20222023,Final,32,30
929,2023-02-10,2022020822,Philadelphia Flyers,2,Edmonton Oilers,1,20222023,Final,39,37
930,2023-02-10,2022020823,Florida Panthers,4,San Jose Sharks,1,20222023,Final,42,34
931,2023-02-10,2022020824,New Jersey Devils,3,Seattle Kraken,1,20222023,Final,27,34
932,2023-02-10,2022020825,Detroit Red Wings,2,Calgary Flames,1,20222023,Final,17,36
933,2023-02-10,2022020826,New York Islanders,5,Vancouver Canucks,6,20222023,Final,29,34
934,2023-02-10,2022020827,Minnesota Wild,1,Vegas Golden Knights,5,20222023,Final,28,31
935,2023-02-11,2022020828,New York Rangers,6,Seattle Kraken,3,20222023,Final,28,29
936,2023-02-11,2022020829,Columbus Blue Jackets,0,Toronto Maple Leafs,3,20222023,Final,30,41
937,2023-02-11,2022020830,Chicago Blackhawks,4,Arizona Coyotes,3,20222023,Final,44,26
938,2023-02-11,2022020831,Anaheim Ducks,3,Pittsburgh Penguins,6,20222023,Final,31,59
939,2023-02-11,2022020832,Detroit Red Wings,5,Vancouver Canucks,2,20222023,Final,25,34
940,2023-02-11,2022020833,Buffalo Sabres,2,Calgary Flames,7,20222023,Final,23,40
941,2023-02-11,2022020834,Ottawa Senators,3,Edmonton Oilers,6,20222023,Final,29,40
942,2023-02-11,2022020835,Montréal Canadiens,4,New York Islanders,3,20222023,Final,31,30
943,2023-02-11,2022020836,Philadelphia Flyers,1,Nashville Predators,2,20222023,Final,24,25
944,2023-02-11,2022020837,Dallas Stars,1,Tampa Bay Lightning,3,20222023,Final,29,31
945,2023-02-11,2022020838,Boston Bruins,1,Washington Capitals,2,20222023,Final,28,23
946,2023-02-11,2022020839,Florida Panthers,3,Colorado Avalanche,5,20222023,Final,45,50
947,2023-02-12,2022020840,Toronto Maple Leafs,3,Columbus Blue Jackets,4,20222023,Final,29,40
948,2023-02-12,2022020841,Carolina Hurricanes,2,New York Rangers,6,20222023,Final,29,19
949,2023-02-12,2022020842,St. Louis Blues,6,Arizona Coyotes,5,20222023,Final,37,28
950,2023-02-12,2022020843,Minnesota Wild,3,New Jersey Devils,2,20222023,Final,27,31
951,2023-02-12,2022020844,Winnipeg Jets,4,Chicago Blackhawks,1,20222023,Final,28,32
952,2023-02-12,2022020845,Los Angeles Kings,6,Pittsburgh Penguins,0,20222023,Final,31,25
953,2023-02-12,2022020846,Montréal Canadiens,6,Edmonton Oilers,2,20222023,Final,30,31
954,2023-02-12,2022020848,Philadelphia Flyers,3,Seattle Kraken,4,20222023,Final,18,21
955,2023-02-12,2022020847,Washington Capitals,1,San Jose Sharks,4,20222023,Final,21,33
956,2023-02-12,2022020849,Vegas Golden Knights,7,Anaheim Ducks,2,20222023,Final,39,25
957,2023-02-14,2022020850,Ottawa Senators,4,Calgary Flames,3,20222023,Final,25,37
958,2023-02-14,2022020851,Nashville Predators,2,Arizona Coyotes,4,20222023,Final,31,19
959,2023-02-14,2022020852,Minnesota Wild,1,Florida Panthers,2,20222023,Final,31,36
960,2023-02-14,2022020853,Vancouver Canucks,1,Detroit Red Wings,6,20222023,Final,30,23
961,2023-02-14,2022020854,Los Angeles Kings,5,Buffalo Sabres,2,20222023,Final,28,29
962,2023-02-15,2022020855,Washington Capitals,2,Carolina Hurricanes,3,20222023,Final,36,30
963,2023-02-15,2022020856,Montréal Canadiens,4,Chicago Blackhawks,0,20222023,Final,31,22
964,2023-02-15,2022020857,Columbus Blue Jackets,2,New Jersey Devils,3,20222023,Final,33,32
965,2023-02-15,2022020858,New York Islanders,2,Ottawa Senators,3,20222023,Final,49,37
966,2023-02-15,2022020859,St. Louis Blues,6,Florida Panthers,2,20222023,Final,28,36
967,2023-02-15,2022020860,Winnipeg Jets,3,Seattle Kraken,2,20222023,Final,43,30
968,2023-02-15,2022020861,Dallas Stars,2,Boston Bruins,3,20222023,Final,31,37
969,2023-02-15,2022020862,Colorado Avalanche,3,Tampa Bay Lightning,4,20222023,Final,48,37
970,2023-02-15,2022020863,San Jose Sharks,1,Pittsburgh Penguins,3,20222023,Final,39,28
971,2023-02-16,2022020864,Toronto Maple Leafs,5,Chicago Blackhawks,2,20222023,Final,42,29
972,2023-02-16,2022020865,Arizona Coyotes,1,Tampa Bay Lightning,0,20222023,Final,29,50
973,2023-02-16,2022020867,Edmonton Oilers,4,Detroit Red Wings,5,20222023,Final,49,26
974,2023-02-16,2022020866,Minnesota Wild,2,Colorado Avalanche,3,20222023,Final,43,19
975,2023-02-16,2022020868,Anaheim Ducks,3,Buffalo Sabres,7,20222023,Final,22,44
976,2023-02-16,2022020869,Vancouver Canucks,4,New York Rangers,6,20222023,Final,29,28
977,2023-02-17,2022020870,Washington Capitals,3,Florida Panthers,6,20222023,Final,32,36
978,2023-02-17,2022020871,Carolina Hurricanes,6,Montréal Canadiens,2,20222023,Final,41,22
979,2023-02-17,2022020872,Columbus Blue Jackets,3,Winnipeg Jets,1,20222023,Final,24,38
980,2023-02-17,2022020873,Nashville Predators,0,Boston Bruins,5,20222023,Final,28,30
981,2023-02-17,2022020875,Calgary Flames,2,Detroit Red Wings,5,20222023,Final,35,24
982,2023-02-17,2022020874,St. Louis Blues,4,New Jersey Devils,2,20222023,Final,35,36
983,2023-02-17,2022020876,Seattle Kraken,6,Philadelphia Flyers,2,20222023,Final,30,19
984,2023-02-17,2022020877,Vegas Golden Knights,2,San Jose Sharks,1,20222023,Final,38,26
985,2023-02-18,2022020878,Ottawa Senators,3,Chicago Blackhawks,4,20222023,Final,31,32
986,2023-02-18,2022020879,New York Islanders,5,Pittsburgh Penguins,4,20222023,Final,28,44
987,2023-02-18,2022020880,Minnesota Wild,2,Dallas Stars,1,20222023,Final,36,34
988,2023-02-18,2022020882,Anaheim Ducks,3,Los Angeles Kings,6,20222023,Final,27,41
989,2023-02-18,2022020881,Edmonton Oilers,4,New York Rangers,5,20222023,Final,34,42
990,2023-02-18,2022020883,St. Louis Blues,1,Colorado Avalanche,4,20222023,Final,20,33
991,2023-02-18,2022020884,Nashville Predators,7,Florida Panthers,3,20222023,Final,26,33
992,2023-02-18,2022020885,Boston Bruins,6,New York Islanders,2,20222023,Final,27,28
993,2023-02-18,2022020886,Pittsburgh Penguins,2,New Jersey Devils,5,20222023,Final,31,43
994,2023-02-18,2022020887,Dallas Stars,1,Columbus Blue Jackets,4,20222023,Final,29,37
995,2023-02-19,2022020888,Toronto Maple Leafs,5,Montréal Canadiens,1,20222023,Final,41,30
996,2023-02-19,2022020889,Carolina Hurricanes,4,Washington Capitals,1,20222023,Final,35,25
997,2023-02-19,2022020891,Vancouver Canucks,6,Philadelphia Flyers,2,20222023,Final,23,37
998,2023-02-19,2022020890,Calgary Flames,3,New York Rangers,2,20222023,Final,32,20
999,2023-02-19,2022020892,Los Angeles Kings,6,Arizona Coyotes,5,20222023,Final,39,33
1000,2023-02-19,2022020893,San Jose Sharks,2,Buffalo Sabres,4,20222023,Final,35,31
1001,2023-02-19,2022020894,Seattle Kraken,4,Detroit Red Wings,2,20222023,Final,26,23
1002,2023-02-19,2022020895,Vegas Golden Knights,5,Tampa Bay Lightning,4,20222023,Final,26,24
1003,2023-02-19,2022020896,Minnesota Wild,4,Nashville Predators,3,20222023,Final,35,26
1004,2023-02-19,2022020897,Ottawa Senators,7,St. Louis Blues,2,20222023,Final,34,32
1005,2023-02-19,2022020898,Colorado Avalanche,6,Edmonton Oilers,5,20222023,Final,42,40
1006,2023-02-19,2022020899,Chicago Blackhawks,5,Toronto Maple Leafs,3,20222023,Final,28,35
1007,2023-02-20,2022020900,New Jersey Devils,4,Winnipeg Jets,2,20222023,Final,29,25
1008,2023-02-20,2022020901,Arizona Coyotes,3,Columbus Blue Jackets,2,20222023,Final,25,36
1009,2023-02-20,2022020902,Florida Panthers,4,Anaheim Ducks,3,20222023,Final,55,32
1010,2023-02-20,2022020903,Boston Bruins,3,Ottawa Senators,1,20222023,Final,32,31
1011,2023-02-20,2022020905,San Jose Sharks,4,Seattle Kraken,0,20222023,Final,24,26
1012,2023-02-20,2022020904,Calgary Flames,3,Philadelphia Flyers,4,20222023,Final,35,22
1013,2023-02-21,2022020906,Pittsburgh Penguins,2,New York Islanders,4,20222023,Final,46,32
1014,2023-02-21,2022020907,New York Rangers,1,Winnipeg Jets,4,20222023,Final,51,21
1015,2023-02-22,2022020908,Tampa Bay Lightning,6,Anaheim Ducks,1,20222023,Final,44,25
1016,2023-02-22,2022020909,Washington Capitals,1,Detroit Red Wings,3,20222023,Final,27,25
1017,2023-02-22,2022020910,New Jersey Devils,2,Montréal Canadiens,5,20222023,Final,40,18
1018,2023-02-22,2022020911,Carolina Hurricanes,4,St. Louis Blues,1,20222023,Final,36,36
1019,2023-02-22,2022020912,Buffalo Sabres,3,Toronto Maple Leafs,6,20222023,Final,32,29
1020,2023-02-22,2022020913,Minnesota Wild,2,Los Angeles Kings,1,20222023,Final,20,34
1021,2023-02-22,2022020914,Nashville Predators,5,Vancouver Canucks,4,20222023,Final,29,41
1022,2023-02-22,2022020915,Chicago Blackhawks,3,Vegas Golden Knights,2,20222023,Final,42,37
1023,2023-02-22,2022020916,Edmonton Oilers,4,Philadelphia Flyers,2,20222023,Final,27,26
1024,2023-02-23,2022020917,New York Islanders,2,Winnipeg Jets,1,20222023,Final,22,26
1025,2023-02-23,2022020919,Arizona Coyotes,3,Calgary Flames,6,20222023,Final,15,51
1026,2023-02-23,2022020918,Dallas Stars,3,Chicago Blackhawks,4,20222023,Final,32,23
1027,2023-02-24,2022020920,Washington Capitals,2,Anaheim Ducks,4,20222023,Final,43,21
1028,2023-02-24,2022020921,Tampa Bay Lightning,5,Buffalo Sabres,6,20222023,Final,41,23
1029,2023-02-24,2022020922,Pittsburgh Penguins,2,Edmonton Oilers,7,20222023,Final,24,44
1030,2023-02-24,2022020923,New Jersey Devils,4,Los Angeles Kings,3,20222023,Final,32,22
1031,2023-02-24,2022020924,Columbus Blue Jackets,0,Minnesota Wild,2,20222023,Final,30,25
1032,2023-02-24,2022020925,Detroit Red Wings,4,New York Rangers,1,20222023,Final,23,31
1033,2023-02-24,2022020926,St. Louis Blues,2,Vancouver Canucks,3,20222023,Final,22,41
1034,2023-02-24,2022020928,Vegas Golden Knights,4,Calgary Flames,3,20222023,Final,29,28
1035,2023-02-24,2022020927,Seattle Kraken,5,Boston Bruins,6,20222023,Final,41,33
1036,2023-02-24,2022020929,San Jose Sharks,2,Nashville Predators,6,20222023,Final,24,31
1037,2023-02-25,2022020930,Florida Panthers,1,Buffalo Sabres,3,20222023,Final,50,33
1038,2023-02-25,2022020931,Toronto Maple Leafs,2,Minnesota Wild,1,20222023,Final,24,25
1039,2023-02-25,2022020932,Philadelphia Flyers,2,Montréal Canadiens,5,20222023,Final,26,31
1040,2023-02-25,2022020933,Carolina Hurricanes,4,Ottawa Senators,0,20222023,Final,30,32
1041,2023-02-25,2022020934,New York Islanders,2,Los Angeles Kings,3,20222023,Final,18,29
1042,2023-02-25,2022020935,Winnipeg Jets,1,Colorado Avalanche,5,20222023,Final,27,36
1043,2023-02-25,2022020936,Columbus Blue Jackets,6,Edmonton Oilers,5,20222023,Final,26,47
1044,2023-02-25,2022020937,Washington Capitals,6,New York Rangers,3,20222023,Final,27,26
1045,2023-02-25,2022020943,St. Louis Blues,2,Pittsburgh Penguins,3,20222023,Final,27,48
1046,2023-02-26,2022020939,Vancouver Canucks,1,Boston Bruins,3,20222023,Final,27,35
1047,2023-02-26,2022020938,Carolina Hurricanes,2,Anaheim Ducks,3,20222023,Final,53,16
1048,2023-02-26,2022020940,Montréal Canadiens,2,Ottawa Senators,5,20222023,Final,32,22
1049,2023-02-26,2022020941,New Jersey Devils,7,Philadelphia Flyers,0,20222023,Final,36,23
1050,2023-02-26,2022020942,Detroit Red Wings,0,Tampa Bay Lightning,3,20222023,Final,45,18
1051,2023-02-26,2022020945,Vegas Golden Knights,2,Dallas Stars,3,20222023,Final,45,45
1052,2023-02-26,2022020946,San Jose Sharks,3,Chicago Blackhawks,4,20222023,Final,51,36
1053,2023-02-26,2022020944,Colorado Avalanche,4,Calgary Flames,1,20222023,Final,22,29
1054,2023-02-26,2022020947,Buffalo Sabres,7,Washington Capitals,4,20222023,Final,37,30
1055,2023-02-26,2022020948,Minnesota Wild,3,Columbus Blue Jackets,2,20222023,Final,44,24
1056,2023-02-26,2022020949,Winnipeg Jets,0,New York Islanders,4,20222023,Final,23,24
1057,2023-02-26,2022020950,New York Rangers,5,Los Angeles Kings,2,20222023,Final,21,28
1058,2023-02-26,2022020951,Pittsburgh Penguins,7,Tampa Bay Lightning,3,20222023,Final,36,29
1059,2023-02-27,2022020953,Seattle Kraken,1,Toronto Maple Leafs,5,20222023,Final,27,33
1060,2023-02-27,2022020952,Arizona Coyotes,2,Nashville Predators,6,20222023,Final,27,34
1061,2023-02-28,2022020534,Ottawa Senators,6,Detroit Red Wings,2,20222023,Final,42,24
1062,2023-02-28,2022020954,Edmonton Oilers,2,Boston Bruins,3,20222023,Final,24,28
1063,2023-02-28,2022020955,Dallas Stars,4,Vancouver Canucks,5,20222023,Final,38,21
1064,2023-02-28,2022020956,Colorado Avalanche,3,Vegas Golden Knights,0,20222023,Final,34,31
1065,2023-02-28,2022020957,Anaheim Ducks,4,Chicago Blackhawks,2,20222023,Final,33,26
1066,2023-03-01,2022020959,Ottawa Senators,6,Detroit Red Wings,1,20222023,Final,27,17
