,date,game_id,home_team,home_score,away_team,away_score,season,game_state,home_shots,away_shots,away_corsi,home_corsi,home_fenwick,away_fenwick,home_mean_x,away_mean_x
377,2022-11-18,2022020271,Seattle Kraken,3,New York Rangers,2,20222023,Final,32,30,51,67,53,42,-14.640287769784173,-15.148148148148149
378,2022-11-18,2022020272,San Jose Sharks,4,Detroit Red Wings,7,20222023,Final,25,21,51,55,42,32,14.174603174603174,8.45
379,2022-11-19,2022020273,Vancouver Canucks,4,Los Angeles Kings,1,20222023,Final,25,38,69,45,34,52,-3.9391304347826086,12.891666666666667
380,2022-11-19,2022020274,Ottawa Senators,1,New Jersey Devils,5,20222023,Final,26,36,60,51,39,49,-2.9245283018867925,-8.392307692307693
381,2022-11-19,2022020275,Florida Panthers,4,Calgary Flames,5,20222023,Final,40,40,71,65,52,55,1.823943661971831,-4.22360248447205
382,2022-11-20,2022020281,Winnipeg Jets,0,Pittsburgh Penguins,3,20222023,Final,32,32,54,58,49,47,1.1347517730496455,4.436507936507937
383,2022-11-20,2022020276,Toronto Maple Leafs,5,Buffalo Sabres,2,20222023,Final,24,34,54,51,32,43,-4.158620689655172,8.088
384,2022-11-20,2022020277,Boston Bruins,6,Chicago Blackhawks,1,20222023,Final,43,18,33,73,63,23,2.484848484848485,0.9901960784313726
385,2022-11-20,2022020278,Washington Capitals,0,Colorado Avalanche,4,20222023,Final,32,29,66,58,41,48,3.0144927536231885,5.038167938931298
386,2022-11-20,2022020279,Columbus Blue Jackets,1,Detroit Red Wings,6,20222023,Final,28,37,59,56,42,46,6.468253968253968,-10.376146788990825
387,2022-11-20,2022020280,Montréal Canadiens,5,Philadelphia Flyers,4,20222023,Final,34,31,71,68,51,53,0.869281045751634,-9.77037037037037
388,2022-11-20,2022020282,St. Louis Blues,6,Anaheim Ducks,2,20222023,Final,34,32,53,57,37,43,-2.9384615384615387,-6.717948717948718
389,2022-11-20,2022020283,Minnesota Wild,2,Carolina Hurricanes,1,20222023,Final,21,21,52,53,34,39,6.7265625,9.443396226415095
390,2022-11-20,2022020284,Dallas Stars,5,New York Islanders,2,20222023,Final,35,29,52,64,47,38,-2.1791044776119404,-0.9611650485436893
391,2022-11-20,2022020285,Nashville Predators,2,Tampa Bay Lightning,3,20222023,Final,32,39,60,60,38,50,4.72,-0.6428571428571429
392,2022-11-20,2022020286,Seattle Kraken,3,Los Angeles Kings,2,20222023,Final,29,29,49,63,40,41,1.6917293233082706,-7.106194690265487
393,2022-11-20,2022020287,Edmonton Oilers,4,Vegas Golden Knights,3,20222023,Final,23,34,56,51,35,43,11.666666666666666,-5.04
394,2022-11-20,2022020288,San Jose Sharks,1,New York Rangers,2,20222023,Final,23,43,66,52,36,58,-1.8102189781021898,-9.159722222222221
395,2022-11-20,2022020289,Columbus Blue Jackets,5,Florida Panthers,3,20222023,Final,23,50,71,63,34,67,-5.173333333333333,-15.3125
396,2022-11-21,2022020290,Chicago Blackhawks,3,Pittsburgh Penguins,5,20222023,Final,32,25,49,60,44,34,-20.5748031496063,0.5163934426229508
397,2022-11-22,2022020291,Tampa Bay Lightning,3,Boston Bruins,5,20222023,Final,35,29,39,58,48,33,14.113095238095237,23.053097345132745
398,2022-11-22,2022020292,Philadelphia Flyers,2,Calgary Flames,5,20222023,Final,25,30,61,46,31,41,-3.6504065040650406,-1.864
399,2022-11-22,2022020293,New Jersey Devils,5,Edmonton Oilers,2,20222023,Final,28,30,55,59,48,42,6.129310344827586,-11.89090909090909
400,2022-11-22,2022020294,Winnipeg Jets,4,Carolina Hurricanes,3,20222023,Final,23,27,64,54,34,55,9.9009009009009,0.01694915254237288
401,2022-11-22,2022020295,Toronto Maple Leafs,2,New York Islanders,3,20222023,Final,32,24,51,57,48,39,6.156028368794326,1.0324675324675325
402,2022-11-22,2022020296,St. Louis Blues,3,Anaheim Ducks,1,20222023,Final,27,28,51,48,36,36,-16.596774193548388,-21.396039603960396
403,2022-11-22,2022020297,Nashville Predators,4,Arizona Coyotes,3,20222023,Final,52,34,57,77,68,44,5.20625,-1.7222222222222223
404,2022-11-22,2022020298,Dallas Stars,2,Colorado Avalanche,3,20222023,Final,26,37,71,50,33,51,2.857142857142857,11.92741935483871
405,2022-11-22,2022020299,San Jose Sharks,5,Ottawa Senators,1,20222023,Final,31,38,65,58,42,48,-14.8130081300813,-18.764705882352942
406,2022-11-22,2022020300,Vancouver Canucks,4,Vegas Golden Knights,5,20222023,Final,29,38,61,48,36,46,-9.373983739837398,4.3474576271186445
407,2022-11-23,2022020301,Montréal Canadiens,2,Buffalo Sabres,7,20222023,Final,31,38,56,59,38,46,-6.044117647058823,1.9296875
408,2022-11-23,2022020302,Los Angeles Kings,3,New York Rangers,5,20222023,Final,38,25,46,62,43,32,-3.6,0.078125
409,2022-11-24,2022020309,Minnesota Wild,6,Winnipeg Jets,1,20222023,Final,39,29,50,65,47,38,-9.654676258992806,-9.182692307692308
410,2022-11-24,2022020303,Carolina Hurricanes,0,Arizona Coyotes,4,20222023,Final,36,27,62,65,54,32,-22.537414965986393,-15.5
411,2022-11-24,2022020304,Florida Panthers,5,Boston Bruins,2,20222023,Final,31,39,58,60,42,47,17.72340425531915,19.53787878787879
412,2022-11-24,2022020305,Pittsburgh Penguins,2,Calgary Flames,1,20222023,Final,43,37,71,68,55,50,9.886075949367088,7.949044585987261
413,2022-11-24,2022020306,Columbus Blue Jackets,1,Montréal Canadiens,3,20222023,Final,31,29,57,55,41,36,-4.341666666666667,4.027272727272727
414,2022-11-24,2022020307,Buffalo Sabres,6,St. Louis Blues,2,20222023,Final,32,36,59,59,47,47,-7.267241379310345,-3.1404958677685952
415,2022-11-24,2022020308,New Jersey Devils,1,Toronto Maple Leafs,2,20222023,Final,35,20,51,62,51,30,0.7622950819672131,-6.443298969072165
416,2022-11-24,2022020311,Detroit Red Wings,3,Nashville Predators,0,20222023,Final,29,26,50,62,39,41,7.883561643835616,5.163265306122449
417,2022-11-24,2022020310,New York Islanders,3,Edmonton Oilers,0,20222023,Final,31,49,69,50,36,60,-0.16546762589928057,1.2183098591549295
418,2022-11-24,2022020312,Washington Capitals,3,Philadelphia Flyers,2,20222023,Final,32,23,56,64,48,36,11.4,16.3125
419,2022-11-24,2022020313,Dallas Stars,6,Chicago Blackhawks,4,20222023,Final,39,31,71,64,51,41,-12.29861111111111,-10.884615384615385
420,2022-11-24,2022020314,Anaheim Ducks,3,New York Rangers,2,20222023,Final,22,43,70,56,36,60,-9.530434782608696,-14.210526315789474
421,2022-11-24,2022020315,Vegas Golden Knights,4,Ottawa Senators,1,20222023,Final,36,40,71,70,46,59,12.312925170068027,10.586206896551724
422,2022-11-24,2022020316,Seattle Kraken,8,San Jose Sharks,5,20222023,Final,27,26,57,51,36,39,-7.258928571428571,-10.333333333333334
423,2022-11-24,2022020317,Colorado Avalanche,3,Vancouver Canucks,4,20222023,Final,36,25,48,58,49,31,-11.834710743801653,-5.991304347826087
424,2022-11-25,2022020318,Boston Bruins,3,Carolina Hurricanes,2,20222023,Final,41,36,59,54,51,45,-5.861111111111111,-5.631205673758865
425,2022-11-25,2022020321,Chicago Blackhawks,2,Montréal Canadiens,3,20222023,Final,35,26,55,58,46,40,0.43661971830985913,2.6607142857142856
426,2022-11-25,2022020322,Minnesota Wild,3,Toronto Maple Leafs,4,20222023,Final,28,28,60,51,41,38,-22.356521739130436,-18.803571428571427
427,2022-11-25,2022020319,Washington Capitals,3,Calgary Flames,0,20222023,Final,25,32,59,56,39,42,5.866666666666666,14.573529411764707
428,2022-11-25,2022020323,Anaheim Ducks,1,Ottawa Senators,5,20222023,Final,32,33,67,60,43,50,12.818897637795276,7.76595744680851
429,2022-11-25,2022020324,Philadelphia Flyers,1,Pittsburgh Penguins,4,20222023,Final,30,29,48,60,38,38,-6.068965517241379,0.7083333333333334
430,2022-11-26,2022020329,Vegas Golden Knights,2,Seattle Kraken,4,20222023,Final,22,28,53,54,30,38,5.4222222222222225,-0.5639097744360902
431,2022-11-26,2022020325,Detroit Red Wings,4,Arizona Coyotes,3,20222023,Final,39,26,54,68,59,43,0.7890625,1.8695652173913044
432,2022-11-26,2022020326,Columbus Blue Jackets,2,New York Islanders,3,20222023,Final,26,24,53,60,39,39,-1.126865671641791,2.816666666666667
433,2022-11-26,2022020327,Buffalo Sabres,1,New Jersey Devils,3,20222023,Final,34,44,71,61,43,56,-0.41044776119402987,-5.037037037037037
434,2022-11-26,2022020328,Tampa Bay Lightning,5,St. Louis Blues,2,20222023,Final,27,27,45,60,44,35,1.2266666666666666,4.4296875
435,2022-11-26,2022020330,Dallas Stars,4,Winnipeg Jets,5,20222023,Final,41,28,51,71,57,36,-20.01290322580645,-8.756756756756756
436,2022-11-26,2022020331,San Jose Sharks,2,Los Angeles Kings,5,20222023,Final,31,29,63,63,47,40,6.5,-6.857142857142857
437,2022-11-26,2022020332,New York Rangers,3,Edmonton Oilers,4,20222023,Final,23,32,64,39,27,55,4.333333333333333,-9.258064516129032
438,2022-11-26,2022020333,Carolina Hurricanes,3,Calgary Flames,2,20222023,Final,33,20,48,63,53,35,-14.687022900763358,5.431818181818182
439,2022-11-26,2022020334,Florida Panthers,4,St. Louis Blues,5,20222023,Final,37,37,48,59,45,41,0.06944444444444445,3.4347826086956523
440,2022-11-27,2022020335,Pittsburgh Penguins,1,Toronto Maple Leafs,4,20222023,Final,26,41,61,51,38,49,-3.830188679245283,-11.785185185185185
441,2022-11-27,2022020336,New Jersey Devils,5,Washington Capitals,1,20222023,Final,29,38,59,60,34,55,-16.5,-9.172727272727272
442,2022-11-27,2022020337,New York Islanders,5,Philadelphia Flyers,2,20222023,Final,23,28,54,46,35,43,4.7368421052631575,0.4915254237288136
443,2022-11-27,2022020339,Colorado Avalanche,4,Dallas Stars,1,20222023,Final,36,42,58,53,40,48,-12.227272727272727,-17.21153846153846
444,2022-11-27,2022020340,Vegas Golden Knights,1,Vancouver Canucks,5,20222023,Final,27,36,65,60,43,49,-6.487179487179487,-2.0863309352517985
445,2022-11-27,2022020341,Minnesota Wild,4,Arizona Coyotes,3,20222023,Final,29,23,49,47,38,32,-14.096491228070175,-19.71559633027523
446,2022-11-28,2022020342,Chicago Blackhawks,2,Winnipeg Jets,7,20222023,Final,25,44,57,55,39,48,2.3622047244094486,1.9824561403508771
447,2022-11-28,2022020343,Anaheim Ducks,4,Seattle Kraken,5,20222023,Final,29,25,48,55,46,34,13.063492063492063,-7.2894736842105265
448,2022-11-28,2022020344,San Jose Sharks,3,Vancouver Canucks,4,20222023,Final,35,20,54,74,47,39,11.68,5.304
449,2022-11-28,2022020345,Los Angeles Kings,2,Ottawa Senators,3,20222023,Final,27,39,68,64,42,51,-3.943661971830986,7.845637583892618
450,2022-11-29,2022020346,New York Rangers,3,New Jersey Devils,5,20222023,Final,38,38,66,66,55,51,-27.541353383458645,-2.1615384615384614
451,2022-11-29,2022020347,Buffalo Sabres,5,Tampa Bay Lightning,6,20222023,Final,37,25,57,58,49,47,3.4038461538461537,-2.1386861313868613
452,2022-11-29,2022020348,Detroit Red Wings,2,Toronto Maple Leafs,4,20222023,Final,44,25,51,55,50,28,-9.517857142857142,-23.953703703703702
453,2022-11-29,2022020349,Columbus Blue Jackets,2,Vegas Golden Knights,3,20222023,Final,33,39,74,62,48,59,8.0,-0.11764705882352941
454,2022-11-29,2022020350,St. Louis Blues,1,Dallas Stars,4,20222023,Final,24,24,44,57,36,36,-12.042735042735043,-4.719298245614035
455,2022-11-29,2022020351,Edmonton Oilers,4,Florida Panthers,3,20222023,Final,40,28,57,62,53,41,18.330985915492956,-2.124087591240876
456,2022-11-30,2022020352,Pittsburgh Penguins,2,Carolina Hurricanes,3,20222023,Final,32,39,66,50,37,51,-1.8456375838926173,-6.430463576158941
457,2022-11-30,2022020354,Montréal Canadiens,0,San Jose Sharks,4,20222023,Final,28,24,60,48,39,32,-3.963963963963964,-11.008130081300813
458,2022-11-30,2022020355,Boston Bruins,3,Tampa Bay Lightning,1,20222023,Final,26,28,48,51,34,35,0.5537190082644629,5.073394495412844
459,2022-11-30,2022020353,Philadelphia Flyers,3,New York Islanders,1,20222023,Final,33,24,50,61,42,34,-12.79861111111111,-8.413533834586467
460,2022-11-30,2022020356,Nashville Predators,2,Anaheim Ducks,1,20222023,Final,41,35,60,71,54,40,-6.534722222222222,-6.17948717948718
461,2022-11-30,2022020357,Winnipeg Jets,5,Colorado Avalanche,0,20222023,Final,23,40,55,47,34,46,5.767241379310345,1.4903846153846154
462,2022-11-30,2022020358,Calgary Flames,6,Florida Panthers,2,20222023,Final,23,33,55,51,40,42,-1.3384615384615384,7.314814814814815
463,2022-11-30,2022020359,Vancouver Canucks,1,Washington Capitals,5,20222023,Final,32,28,50,54,43,38,-0.17142857142857143,5.0
464,2022-11-30,2022020360,Los Angeles Kings,8,Seattle Kraken,9,20222023,Final,35,30,55,59,50,44,10.071895424836601,-0.6885245901639344
465,2022-12-01,2022020361,Detroit Red Wings,4,Buffalo Sabres,5,20222023,Final,46,37,61,76,64,51,-12.50909090909091,1.6454545454545455
466,2022-12-01,2022020362,Ottawa Senators,1,New York Rangers,3,20222023,Final,35,36,72,64,48,53,10.716129032258065,-4.5
467,2022-12-01,2022020363,Toronto Maple Leafs,3,San Jose Sharks,1,20222023,Final,32,24,60,55,38,36,-4.2615384615384615,11.315068493150685
468,2022-12-01,2022020364,Chicago Blackhawks,4,Edmonton Oilers,5,20222023,Final,25,41,65,45,31,49,-2.9153846153846152,4.453781512605042
469,2022-12-02,2022020365,Buffalo Sabres,4,Colorado Avalanche,6,20222023,Final,28,34,62,48,42,43,7.703703703703703,0.578125
470,2022-12-02,2022020366,New Jersey Devils,3,Nashville Predators,4,20222023,Final,28,24,48,55,38,35,0.008547008547008548,-1.9391304347826086
471,2022-12-02,2022020367,Philadelphia Flyers,1,Tampa Bay Lightning,4,20222023,Final,22,27,58,47,31,47,-13.12621359223301,-17.66386554621849
472,2022-12-02,2022020368,Pittsburgh Penguins,4,Vegas Golden Knights,3,20222023,Final,47,37,83,66,56,54,-0.759493670886076,-8.662337662337663
473,2022-12-02,2022020369,St. Louis Blues,4,Carolina Hurricanes,6,20222023,Final,26,36,51,40,32,47,10.057142857142857,3.962962962962963
474,2022-12-02,2022020370,Minnesota Wild,5,Edmonton Oilers,3,20222023,Final,30,21,45,57,41,31,4.849557522123894,7.792792792792793
475,2022-12-02,2022020371,Dallas Stars,5,Anaheim Ducks,0,20222023,Final,41,31,61,68,53,39,-7.309352517985611,7.817460317460317
476,2022-12-02,2022020372,Calgary Flames,1,Montréal Canadiens,2,20222023,Final,46,19,54,66,60,31,-9.535211267605634,-11.89516129032258
477,2022-12-02,2022020373,Vancouver Canucks,1,Florida Panthers,5,20222023,Final,33,32,57,56,45,45,-16.977777777777778,9.300884955752212
478,2022-12-02,2022020374,Seattle Kraken,3,Washington Capitals,2,20222023,Final,25,23,60,51,42,35,-0.10655737704918032,-6.1937984496124034
479,2022-12-02,2022020375,Los Angeles Kings,5,Arizona Coyotes,3,20222023,Final,32,21,47,50,40,32,5.149122807017544,7.837398373983739
480,2022-12-03,2022020376,New York Rangers,2,Ottawa Senators,3,20222023,Final,27,37,68,51,41,49,8.871428571428572,12.052980132450331
481,2022-12-03,2022020377,New York Islanders,1,Nashville Predators,4,20222023,Final,49,23,50,70,60,33,6.140939597315437,6.1692307692307695
482,2022-12-03,2022020378,Winnipeg Jets,1,Columbus Blue Jackets,4,20222023,Final,38,26,68,79,60,41,-3.3333333333333335,-11.884353741496598
483,2022-12-03,2022020379,Minnesota Wild,5,Anaheim Ducks,4,20222023,Final,52,36,64,75,66,46,-14.5,3.1940298507462686
484,2022-12-04,2022020381,Edmonton Oilers,5,Montréal Canadiens,3,20222023,Final,22,33,60,45,32,48,-2.685483870967742,-4.860927152317881
485,2022-12-04,2022020380,Boston Bruins,5,Colorado Avalanche,1,20222023,Final,40,25,45,64,50,32,4.733766233766234,-14.949579831932773
486,2022-12-04,2022020382,Philadelphia Flyers,2,New Jersey Devils,3,20222023,Final,33,18,45,60,47,29,-2.5413533834586466,-4.008130081300813
487,2022-12-04,2022020383,Ottawa Senators,5,San Jose Sharks,2,20222023,Final,39,37,68,63,52,47,1.8150684931506849,-8.309859154929578
488,2022-12-04,2022020384,Pittsburgh Penguins,6,St. Louis Blues,2,20222023,Final,38,28,53,64,52,37,-3.4925373134328357,1.4251968503937007
489,2022-12-04,2022020385,Tampa Bay Lightning,4,Toronto Maple Leafs,3,20222023,Final,33,39,58,62,51,48,5.700729927007299,10.727891156462585
490,2022-12-04,2022020386,Detroit Red Wings,1,Vegas Golden Knights,4,20222023,Final,25,25,57,56,40,34,-10.474137931034482,1.5304347826086957
491,2022-12-04,2022020387,New York Rangers,2,Chicago Blackhawks,5,20222023,Final,28,21,47,65,50,27,-8.397260273972602,-6.829268292682927
492,2022-12-04,2022020388,Vancouver Canucks,3,Arizona Coyotes,2,20222023,Final,32,23,54,57,50,34,-6.484615384615385,-1.7115384615384615
493,2022-12-04,2022020389,Seattle Kraken,1,Florida Panthers,5,20222023,Final,36,28,50,61,48,38,-3.5611510791366907,-2.3392857142857144
494,2022-12-04,2022020390,Calgary Flames,5,Washington Capitals,2,20222023,Final,36,29,59,63,53,39,2.2761194029850746,12.453846153846154
495,2022-12-04,2022020391,Los Angeles Kings,2,Carolina Hurricanes,4,20222023,Final,33,31,67,52,45,50,-4.279661016949152,-9.451612903225806
496,2022-12-04,2022020392,Winnipeg Jets,5,Anaheim Ducks,2,20222023,Final,40,30,53,77,60,41,4.489795918367347,13.86111111111111
497,2022-12-04,2022020393,Dallas Stars,5,Minnesota Wild,6,20222023,Final,37,34,66,58,47,45,-5.915254237288136,4.130434782608695
498,2022-12-04,2022020394,Columbus Blue Jackets,2,Detroit Red Wings,4,20222023,Final,34,35,55,57,45,44,-2.9745762711864407,-13.408695652173913
499,2022-12-05,2022020395,Buffalo Sabres,6,San Jose Sharks,3,20222023,Final,38,29,48,58,48,34,1.09,-14.043859649122806
500,2022-12-05,2022020396,New York Islanders,3,Chicago Blackhawks,0,20222023,Final,40,21,56,68,53,36,-7.677165354330708,-0.29508196721311475
501,2022-12-06,2022020397,Philadelphia Flyers,5,Colorado Avalanche,3,20222023,Final,34,32,54,74,43,44,7.7594936708860756,17.258333333333333
502,2022-12-06,2022020398,New York Rangers,6,St. Louis Blues,4,20222023,Final,24,29,53,42,29,41,4.496,4.035714285714286
503,2022-12-06,2022020399,Boston Bruins,3,Vegas Golden Knights,4,20222023,Final,46,28,54,78,65,41,-8.341317365269461,-13.095238095238095
504,2022-12-06,2022020400,Edmonton Oilers,2,Washington Capitals,3,20222023,Final,30,50,76,55,41,61,7.369230769230769,-0.4533333333333333
505,2022-12-06,2022020401,Calgary Flames,3,Arizona Coyotes,2,20222023,Final,27,20,46,44,35,30,3.6178861788617884,2.2169811320754715
506,2022-12-06,2022020402,Vancouver Canucks,7,Montréal Canadiens,6,20222023,Final,32,26,56,52,41,43,-5.838709677419355,2.327433628318584
507,2022-12-07,2022020403,New Jersey Devils,3,Chicago Blackhawks,0,20222023,Final,29,24,51,57,46,29,6.8807339449541285,-8.79
508,2022-12-07,2022020404,Pittsburgh Penguins,4,Columbus Blue Jackets,1,20222023,Final,34,39,60,75,50,51,-13.405228758169935,-7.5606060606060606
509,2022-12-07,2022020405,Tampa Bay Lightning,2,Detroit Red Wings,4,20222023,Final,46,26,49,73,63,38,19.2375,-1.5210084033613445
510,2022-12-07,2022020406,Ottawa Senators,2,Los Angeles Kings,5,20222023,Final,33,28,60,59,42,39,13.91304347826087,8.442622950819672
511,2022-12-07,2022020407,New York Islanders,4,St. Louis Blues,7,20222023,Final,40,28,57,57,47,40,-7.514084507042254,-3.712
512,2022-12-07,2022020408,Winnipeg Jets,5,Florida Panthers,2,20222023,Final,31,41,66,62,50,56,-19.51063829787234,-10.91304347826087
513,2022-12-07,2022020409,Dallas Stars,0,Toronto Maple Leafs,4,20222023,Final,44,29,69,76,66,42,-3.08955223880597,-1.24822695035461
514,2022-12-07,2022020410,Anaheim Ducks,4,Carolina Hurricanes,3,20222023,Final,30,37,73,54,35,54,-4.369747899159663,0.5037037037037037
515,2022-12-07,2022020411,Seattle Kraken,2,Montréal Canadiens,4,20222023,Final,33,16,42,63,46,23,2.345864661654135,6.133928571428571
516,2022-12-08,2022020413,Philadelphia Flyers,1,Washington Capitals,4,20222023,Final,30,27,47,70,48,38,-6.49645390070922,1.1367521367521367
517,2022-12-08,2022020412,Columbus Blue Jackets,4,Buffalo Sabres,9,20222023,Final,24,30,44,52,38,34,-6.25984251968504,-7.166666666666667
518,2022-12-08,2022020414,Calgary Flames,5,Minnesota Wild,3,20222023,Final,27,28,53,54,41,41,1.1954887218045114,5.779661016949152
519,2022-12-08,2022020415,Colorado Avalanche,0,Boston Bruins,4,20222023,Final,23,37,56,43,29,47,3.1367521367521367,16.027027027027028
520,2022-12-08,2022020416,Edmonton Oilers,8,Arizona Coyotes,2,20222023,Final,35,18,42,53,45,26,-3.925619834710744,-5.581967213114754
521,2022-12-08,2022020417,Vegas Golden Knights,1,New York Rangers,5,20222023,Final,26,37,70,44,31,44,10.520325203252032,-0.41333333333333333
522,2022-12-08,2022020418,San Jose Sharks,5,Vancouver Canucks,6,20222023,Final,39,27,67,68,51,39,-1.5100671140939597,7.404580152671755
523,2022-12-09,2022020420,Toronto Maple Leafs,5,Los Angeles Kings,0,20222023,Final,41,29,53,67,52,42,-2.963768115942029,-1.5827338129496402
524,2022-12-09,2022020421,Tampa Bay Lightning,5,Nashville Predators,2,20222023,Final,33,36,58,55,39,42,1.3537414965986394,-5.405063291139241
525,2022-12-09,2022020419,Florida Panthers,5,Detroit Red Wings,1,20222023,Final,41,20,48,63,53,31,-3.296875,-10.463636363636363
526,2022-12-09,2022020422,St. Louis Blues,2,Winnipeg Jets,5,20222023,Final,31,20,49,49,35,31,9.616071428571429,6.0964912280701755
527,2022-12-09,2022020423,Dallas Stars,4,Ottawa Senators,3,20222023,Final,32,31,67,67,43,48,0.22818791946308725,-7.554744525547445
528,2022-12-10,2022020424,Columbus Blue Jackets,3,Calgary Flames,1,20222023,Final,27,32,56,60,42,51,3.28099173553719,-11.794392523364486
529,2022-12-10,2022020425,New Jersey Devils,4,New York Islanders,6,20222023,Final,29,32,71,61,46,46,13.982608695652173,14.957142857142857
530,2022-12-10,2022020426,Buffalo Sabres,3,Pittsburgh Penguins,4,20222023,Final,31,33,54,50,37,43,-2.4901960784313726,1.7086614173228347
531,2022-12-10,2022020427,Washington Capitals,4,Seattle Kraken,1,20222023,Final,38,26,44,72,52,34,13.325396825396826,12.018518518518519
532,2022-12-10,2022020428,Chicago Blackhawks,1,Winnipeg Jets,3,20222023,Final,23,32,67,50,34,52,3.1654676258992804,4.090163934426229
533,2022-12-10,2022020429,Edmonton Oilers,5,Minnesota Wild,2,20222023,Final,38,44,63,58,43,50,-4.837837837837838,-10.76595744680851
534,2022-12-10,2022020430,Colorado Avalanche,1,New York Rangers,2,20222023,Final,44,31,55,70,56,39,4.307142857142857,-6.836206896551724
535,2022-12-10,2022020431,Arizona Coyotes,4,Boston Bruins,3,20222023,Final,16,46,70,36,22,62,-3.256198347107438,1.0066225165562914
536,2022-12-10,2022020432,Vegas Golden Knights,2,Philadelphia Flyers,1,20222023,Final,34,28,65,55,41,43,5.462686567164179,5.72027972027972
537,2022-12-10,2022020433,Anaheim Ducks,1,San Jose Sharks,6,20222023,Final,24,28,58,42,33,44,8.405940594059405,2.1260504201680672
538,2022-12-10,2022020434,Nashville Predators,2,Ottawa Senators,3,20222023,Final,29,33,64,59,42,48,-4.9714285714285715,1.3611111111111112
539,2022-12-10,2022020435,Dallas Stars,3,Detroit Red Wings,2,20222023,Final,33,26,60,64,53,46,-0.1640625,4.838709677419355
540,2022-12-10,2022020436,Tampa Bay Lightning,4,Florida Panthers,1,20222023,Final,38,25,54,71,52,42,12.772727272727273,3.5037037037037035
541,2022-12-11,2022020437,Pittsburgh Penguins,3,Buffalo Sabres,1,20222023,Final,31,38,60,63,46,53,-6.37012987012987,-16.30075187969925
542,2022-12-11,2022020438,Toronto Maple Leafs,5,Calgary Flames,4,20222023,Final,34,26,45,56,45,32,-4.042553191489362,-12.432
543,2022-12-11,2022020439,Montréal Canadiens,2,Los Angeles Kings,4,20222023,Final,22,35,70,48,37,49,-6.3628318584070795,1.9090909090909092
544,2022-12-11,2022020440,New York Islanders,0,Carolina Hurricanes,3,20222023,Final,16,29,63,53,22,46,0.07964601769911504,-10.4070796460177
545,2022-12-11,2022020441,Vancouver Canucks,0,Minnesota Wild,3,20222023,Final,35,33,73,62,49,51,3.928,11.306451612903226
546,2022-12-11,2022020442,St. Louis Blues,2,Colorado Avalanche,3,20222023,Final,32,31,50,54,42,39,4.294117647058823,-0.10344827586206896
547,2022-12-11,2022020443,Columbus Blue Jackets,6,Los Angeles Kings,5,20222023,Final,26,38,79,56,40,59,7.857142857142857,0.762962962962963
548,2022-12-11,2022020444,Florida Panthers,2,Seattle Kraken,5,20222023,Final,25,32,56,51,38,46,2.9594594594594597,5.321428571428571
549,2022-12-12,2022020445,Arizona Coyotes,5,Philadelphia Flyers,4,20222023,Final,29,41,74,55,37,61,-2.0296296296296297,-4.828767123287672
550,2022-12-12,2022020446,Winnipeg Jets,2,Washington Capitals,5,20222023,Final,31,36,64,51,38,45,4.31858407079646,-8.508620689655173
551,2022-12-12,2022020447,Vegas Golden Knights,1,Boston Bruins,3,20222023,Final,31,27,52,65,44,33,-3.1769230769230767,-0.9932432432432432
552,2022-12-13,2022020448,Montréal Canadiens,2,Calgary Flames,1,20222023,Final,40,37,71,76,57,49,-6.534883720930233,-10.202614379084967
553,2022-12-13,2022020449,Pittsburgh Penguins,2,Dallas Stars,1,20222023,Final,25,27,54,54,32,35,-1.2374100719424461,-8.900763358778626
554,2022-12-13,2022020450,New York Rangers,4,New Jersey Devils,3,20222023,Final,23,29,54,48,35,44,-8.14179104477612,-10.9
555,2022-12-13,2022020451,Ottawa Senators,3,Anaheim Ducks,0,20222023,Final,38,32,54,76,55,38,4.208860759493671,-0.76
556,2022-12-13,2022020452,Minnesota Wild,2,Edmonton Oilers,1,20222023,Final,30,21,39,58,45,32,3.638095238095238,18.417582417582416
557,2022-12-13,2022020453,St. Louis Blues,1,Nashville Predators,0,20222023,Final,24,25,57,54,36,40,0.3700787401574803,11.106870229007633
558,2022-12-14,2022020454,Toronto Maple Leafs,7,Anaheim Ducks,0,20222023,Final,42,28,54,60,58,40,-4.633587786259542,14.56060606060606
559,2022-12-14,2022020455,Florida Panthers,4,Columbus Blue Jackets,0,20222023,Final,26,22,49,58,43,36,-15.348214285714286,-16.035087719298247
560,2022-12-14,2022020456,New Jersey Devils,1,Dallas Stars,4,20222023,Final,36,32,66,65,50,43,6.247787610619469,5.82962962962963
561,2022-12-14,2022020457,Buffalo Sabres,6,Los Angeles Kings,0,20222023,Final,31,40,70,49,42,48,0.5321100917431193,-1.4896551724137932
562,2022-12-14,2022020458,Boston Bruins,4,New York Islanders,3,20222023,Final,36,27,54,69,47,41,-3.8780487804878048,-2.0074626865671643
563,2022-12-14,2022020459,Tampa Bay Lightning,6,Seattle Kraken,2,20222023,Final,30,38,63,58,42,53,-5.709677419354839,-8.851190476190476
564,2022-12-14,2022020460,Detroit Red Wings,0,Carolina Hurricanes,1,20222023,Final,27,27,50,55,40,39,18.26890756302521,22.83495145631068
565,2022-12-14,2022020461,Nashville Predators,3,Edmonton Oilers,6,20222023,Final,32,37,64,62,51,49,5.236111111111111,-6.291044776119403
566,2022-12-14,2022020462,Winnipeg Jets,5,Vegas Golden Knights,6,20222023,Final,34,33,56,67,50,42,-8.968354430379748,-6.314516129032258
