,date,game_id,home_team,home_score,away_team,away_score,season,game_state,home_shots,away_shots,away_corsi,home_corsi,home_fenwick,away_fenwick,home_mean_x,away_mean_x
187,2022-10-22,2022020080,Tampa Bay Lightning,5,New York Islanders,3,20222023,Final,26,35,62,57,37,53,-11.466666666666667,-6.263888888888889
188,2022-10-22,2022020081,Columbus Blue Jackets,3,Pittsburgh Penguins,6,20222023,Final,32,39,69,55,40,52,10.733812949640289,5.7593984962406015
189,2022-10-23,2022020083,Nashville Predators,1,Philadelphia Flyers,3,20222023,Final,32,25,55,65,53,33,5.5,4.028846153846154
190,2022-10-23,2022020084,Vancouver Canucks,1,Buffalo Sabres,5,20222023,Final,30,27,59,57,43,41,-3.560810810810811,1.656
191,2022-10-23,2022020086,Vegas Golden Knights,2,Colorado Avalanche,3,20222023,Final,35,25,55,73,46,39,4.484472049689441,3.726618705035971
192,2022-10-23,2022020085,Calgary Flames,3,Carolina Hurricanes,2,20222023,Final,32,27,49,53,38,42,10.206611570247935,26.26126126126126
193,2022-10-23,2022020087,Chicago Blackhawks,5,Seattle Kraken,4,20222023,Final,27,34,59,53,38,49,10.793103448275861,18.236363636363638
194,2022-10-23,2022020088,Detroit Red Wings,5,Anaheim Ducks,1,20222023,Final,41,33,54,63,45,46,-15.282608695652174,-9.078740157480315
195,2022-10-23,2022020089,New York Rangers,1,Columbus Blue Jackets,5,20222023,Final,31,21,50,62,49,29,6.507246376811594,6.66
196,2022-10-23,2022020090,Florida Panthers,3,New York Islanders,2,20222023,Final,32,26,55,49,40,35,3.5096153846153846,17.813953488372093
197,2022-10-23,2022020091,Philadelphia Flyers,0,San Jose Sharks,3,20222023,Final,30,25,53,57,41,37,-8.6,-4.61344537815126
198,2022-10-24,2022020092,Ottawa Senators,4,Dallas Stars,2,20222023,Final,32,31,60,62,46,39,0.8851351351351351,0.304
199,2022-10-24,2022020093,New Jersey Devils,3,Washington Capitals,6,20222023,Final,41,22,44,67,56,32,5.315384615384615,-1.3553719008264462
200,2022-10-25,2022020094,Edmonton Oilers,6,Pittsburgh Penguins,3,20222023,Final,47,35,55,76,64,47,-6.738636363636363,-20.21167883211679
201,2022-10-25,2022020095,Winnipeg Jets,4,St. Louis Blues,0,20222023,Final,43,25,56,71,57,40,-3.8503401360544216,7.08
202,2022-10-25,2022020096,Vegas Golden Knights,3,Toronto Maple Leafs,1,20222023,Final,33,23,53,73,44,35,7.779220779220779,4.203125
203,2022-10-25,2022020097,Vancouver Canucks,2,Carolina Hurricanes,3,20222023,Final,16,39,69,38,24,55,-1.7647058823529411,13.5968992248062
204,2022-10-25,2022020098,Columbus Blue Jackets,3,Arizona Coyotes,6,20222023,Final,33,19,45,59,51,30,8.857142857142858,15.62962962962963
205,2022-10-25,2022020100,Boston Bruins,3,Dallas Stars,1,20222023,Final,29,31,44,47,36,39,2.3951612903225805,-4.3984375
206,2022-10-25,2022020101,Montréal Canadiens,1,Minnesota Wild,3,20222023,Final,27,31,58,55,36,37,2.816,1.1526717557251909
207,2022-10-25,2022020102,Detroit Red Wings,2,New Jersey Devils,6,20222023,Final,22,41,64,43,31,51,-3.5,1.6590909090909092
208,2022-10-26,2022020099,New York Rangers,2,Colorado Avalanche,3,20222023,Final,50,47,65,81,65,53,3.4310344827586206,16.1328125
209,2022-10-26,2022020103,Chicago Blackhawks,4,Florida Panthers,2,20222023,Final,22,31,57,48,28,51,5.397058823529412,7.637931034482759
210,2022-10-26,2022020104,Calgary Flames,4,Pittsburgh Penguins,1,20222023,Final,36,33,68,63,49,49,-17.52413793103448,-15.577235772357724
211,2022-10-26,2022020105,Seattle Kraken,5,Buffalo Sabres,1,20222023,Final,24,16,31,51,34,24,5.394230769230769,6.087912087912088
212,2022-10-26,2022020106,Los Angeles Kings,4,Tampa Bay Lightning,2,20222023,Final,33,25,53,66,44,33,-2.6739130434782608,-2.198019801980198
213,2022-10-26,2022020107,San Jose Sharks,2,Vegas Golden Knights,4,20222023,Final,31,31,69,63,44,42,6.4411764705882355,3.691729323308271
214,2022-10-26,2022020108,New York Islanders,3,New York Rangers,0,20222023,Final,29,41,70,56,40,56,7.381294964028777,-2.9874213836477987
215,2022-10-27,2022020109,St. Louis Blues,1,Edmonton Oilers,3,20222023,Final,38,28,49,73,52,40,4.035460992907802,2.8878504672897196
216,2022-10-27,2022020110,Anaheim Ducks,2,Tampa Bay Lightning,4,20222023,Final,21,30,61,47,28,42,-2.0,10.871794871794872
217,2022-10-27,2022020111,Boston Bruins,5,Detroit Red Wings,1,20222023,Final,33,29,50,53,44,41,14.926829268292684,-3.525925925925926
218,2022-10-27,2022020112,Philadelphia Flyers,4,Florida Panthers,3,20222023,Final,22,51,85,63,31,77,11.11038961038961,14.539393939393939
219,2022-10-27,2022020113,Ottawa Senators,2,Minnesota Wild,4,20222023,Final,29,40,81,53,43,57,15.062937062937063,-1.018987341772152
220,2022-10-27,2022020114,Buffalo Sabres,2,Montréal Canadiens,3,20222023,Final,45,34,59,72,58,46,0.8728813559322034,-8.05607476635514
221,2022-10-28,2022020115,Nashville Predators,6,St. Louis Blues,2,20222023,Final,42,35,64,64,55,45,8.89795918367347,0.015151515151515152
222,2022-10-28,2022020116,Chicago Blackhawks,5,Edmonton Oilers,6,20222023,Final,36,38,60,51,44,53,3.7902097902097904,4.380165289256198
223,2022-10-28,2022020117,Dallas Stars,2,Washington Capitals,0,20222023,Final,27,27,57,55,39,42,-7.201612903225806,2.0
224,2022-10-28,2022020118,Seattle Kraken,4,Vancouver Canucks,5,20222023,Final,36,19,39,63,55,23,14.344262295081966,17.17241379310345
225,2022-10-28,2022020119,San Jose Sharks,4,Toronto Maple Leafs,3,20222023,Final,31,25,49,50,40,39,-13.957142857142857,-14.926605504587156
226,2022-10-28,2022020120,Los Angeles Kings,4,Winnipeg Jets,6,20222023,Final,44,19,51,62,54,29,-11.213235294117647,-16.82857142857143
227,2022-10-28,2022020121,Vegas Golden Knights,4,Anaheim Ducks,0,20222023,Final,22,29,50,54,36,38,-2.7804878048780486,-5.958333333333333
228,2022-10-28,2022020122,Columbus Blue Jackets,0,Boston Bruins,4,20222023,Final,30,35,65,53,36,46,10.221238938053098,-4.4961832061068705
229,2022-10-28,2022020123,New Jersey Devils,1,Colorado Avalanche,0,20222023,Final,23,24,51,51,34,34,2.2916666666666665,2.989247311827957
230,2022-10-28,2022020124,Carolina Hurricanes,2,New York Islanders,6,20222023,Final,35,32,66,69,59,38,-3.019867549668874,-3.7448275862068967
231,2022-10-29,2022020125,Vancouver Canucks,5,Pittsburgh Penguins,1,20222023,Final,29,35,54,55,36,45,-5.712,5.571428571428571
232,2022-10-29,2022020126,Arizona Coyotes,2,Winnipeg Jets,3,20222023,Final,21,35,63,44,31,52,3.014388489208633,-10.948717948717949
233,2022-10-29,2022020127,Dallas Stars,3,New York Rangers,6,20222023,Final,33,27,59,59,42,43,-1.823008849557522,-0.23622047244094488
234,2022-10-29,2022020128,Florida Panthers,5,Ottawa Senators,3,20222023,Final,58,26,47,82,69,32,-3.866279069767442,-2.075862068965517
235,2022-10-29,2022020129,San Jose Sharks,3,Tampa Bay Lightning,4,20222023,Final,27,26,57,47,39,44,13.438095238095238,0.5447154471544715
236,2022-10-29,2022020134,Los Angeles Kings,4,Toronto Maple Leafs,2,20222023,Final,29,28,56,51,41,43,-3.0163934426229506,12.380530973451327
237,2022-10-29,2022020133,St. Louis Blues,4,Montréal Canadiens,7,20222023,Final,30,25,50,49,44,39,3.7751937984496124,18.75
238,2022-10-29,2022020130,Philadelphia Flyers,3,Carolina Hurricanes,4,20222023,Final,29,38,67,54,37,57,8.977777777777778,7.433333333333334
239,2022-10-29,2022020131,Buffalo Sabres,4,Chicago Blackhawks,3,20222023,Final,45,26,58,67,55,35,13.951923076923077,8.34959349593496
240,2022-10-29,2022020132,Detroit Red Wings,2,Minnesota Wild,1,20222023,Final,25,31,57,54,35,44,12.515625,15.857142857142858
241,2022-10-29,2022020135,New York Islanders,5,Colorado Avalanche,4,20222023,Final,44,37,57,70,55,47,2.22962962962963,4.975806451612903
242,2022-10-30,2022020136,Nashville Predators,0,Washington Capitals,3,20222023,Final,34,35,66,65,51,52,0.9285714285714286,-5.859259259259259
243,2022-10-30,2022020138,Seattle Kraken,3,Pittsburgh Penguins,1,20222023,Final,30,33,63,60,46,47,-1.7642857142857142,-10.298507462686567
244,2022-10-30,2022020137,Calgary Flames,2,Edmonton Oilers,3,20222023,Final,42,26,57,71,58,41,2.821656050955414,1.7466666666666666
245,2022-10-30,2022020139,New Jersey Devils,7,Columbus Blue Jackets,1,20222023,Final,53,21,48,84,72,27,15.579310344827586,8.803418803418804
246,2022-10-30,2022020140,Chicago Blackhawks,3,Minnesota Wild,4,20222023,Final,28,38,64,50,36,53,-1.0394736842105263,13.380165289256198
247,2022-10-31,2022020141,Arizona Coyotes,2,New York Rangers,3,20222023,Final,20,39,62,38,31,51,-9.75,-15.154929577464788
248,2022-10-31,2022020142,Anaheim Ducks,4,Toronto Maple Leafs,3,20222023,Final,39,36,60,60,51,48,1.44,-13.06140350877193
249,2022-10-31,2022020143,Vegas Golden Knights,2,Winnipeg Jets,1,20222023,Final,48,24,53,82,62,37,-6.877419354838709,-7.617021276595745
250,2022-10-31,2022020144,Buffalo Sabres,8,Detroit Red Wings,3,20222023,Final,46,18,40,66,61,28,8.50413223140496,-1.1441441441441442
251,2022-10-31,2022020145,Carolina Hurricanes,3,Washington Capitals,2,20222023,Final,38,23,49,64,57,29,-3.950354609929078,-4.912698412698413
252,2022-11-01,2022020146,St. Louis Blues,1,Los Angeles Kings,5,20222023,Final,28,30,61,47,38,49,12.452380952380953,12.700787401574804
253,2022-11-01,2022020148,Tampa Bay Lightning,4,Ottawa Senators,3,20222023,Final,34,15,48,64,43,29,7.86231884057971,1.9416058394160585
254,2022-11-01,2022020149,New York Rangers,1,Philadelphia Flyers,0,20222023,Final,36,19,41,72,58,26,2.98,1.1603773584905661
255,2022-11-01,2022020150,Washington Capitals,2,Vegas Golden Knights,3,20222023,Final,21,31,60,57,31,37,0.8888888888888888,-3.612403100775194
256,2022-11-02,2022020151,Minnesota Wild,4,Montréal Canadiens,1,20222023,Final,31,35,61,55,48,46,-0.1504424778761062,-0.032
257,2022-11-02,2022020147,Pittsburgh Penguins,5,Boston Bruins,6,20222023,Final,38,40,69,70,58,48,-0.735632183908046,6.238993710691824
258,2022-11-02,2022020152,Chicago Blackhawks,1,New York Islanders,3,20222023,Final,22,33,50,49,32,37,2.5793650793650795,0.05555555555555555
259,2022-11-02,2022020153,Dallas Stars,5,Los Angeles Kings,2,20222023,Final,40,32,66,66,52,44,-11.221428571428572,-10.333333333333334
260,2022-11-02,2022020154,Edmonton Oilers,7,Nashville Predators,4,20222023,Final,37,23,58,58,48,34,-0.5695364238410596,0.9717514124293786
261,2022-11-02,2022020155,Calgary Flames,4,Seattle Kraken,5,20222023,Final,40,26,50,65,50,31,3.8376623376623376,2.4634146341463414
262,2022-11-02,2022020156,Arizona Coyotes,3,Florida Panthers,1,20222023,Final,21,42,69,57,35,61,6.957746478873239,-8.914893617021276
263,2022-11-02,2022020157,Vancouver Canucks,2,New Jersey Devils,5,20222023,Final,23,37,65,49,38,48,0.20175438596491227,-12.253968253968255
264,2022-11-02,2022020158,San Jose Sharks,5,Anaheim Ducks,6,20222023,Final,47,46,66,74,57,57,8.856164383561644,-2.9591836734693877
265,2022-11-02,2022020159,Toronto Maple Leafs,5,Philadelphia Flyers,2,20222023,Final,44,25,52,67,59,33,-17.60122699386503,-10.365384615384615
266,2022-11-02,2022020160,Buffalo Sabres,6,Pittsburgh Penguins,3,20222023,Final,33,21,40,56,42,28,1.4036697247706422,4.315789473684211
267,2022-11-03,2022020162,Tampa Bay Lightning,3,Carolina Hurricanes,4,20222023,Final,29,59,88,66,44,77,-4.833333333333333,-5.693467336683417
268,2022-11-03,2022020163,Ottawa Senators,4,Vegas Golden Knights,5,20222023,Final,46,32,64,69,62,43,4.438848920863309,-4.850746268656716
269,2022-11-03,2022020164,Detroit Red Wings,3,Washington Capitals,1,20222023,Final,26,34,50,55,35,43,0.8034188034188035,6.683333333333334
270,2022-11-03,2022020161,New York Rangers,2,Boston Bruins,5,20222023,Final,20,37,62,46,30,51,6.3893129770992365,9.564285714285715
271,2022-11-04,2022020165,Winnipeg Jets,3,Montréal Canadiens,2,20222023,Final,36,22,47,58,52,32,-6.934782608695652,-5.336448598130841
272,2022-11-04,2022020166,St. Louis Blues,2,New York Islanders,5,20222023,Final,34,30,51,61,53,42,14.0,5.233333333333333
273,2022-11-04,2022020167,Minnesota Wild,0,Seattle Kraken,4,20222023,Final,22,23,49,35,27,35,13.71875,2.0833333333333335
274,2022-11-04,2022020168,Chicago Blackhawks,2,Los Angeles Kings,1,20222023,Final,19,33,57,53,30,48,5.274193548387097,4.318181818181818
275,2022-11-04,2022020169,Calgary Flames,1,Nashville Predators,4,20222023,Final,30,32,68,54,41,44,13.573333333333334,-1.4421768707482994
276,2022-11-04,2022020170,Edmonton Oilers,3,New Jersey Devils,4,20222023,Final,37,43,71,68,49,61,-11.699386503067485,-15.479452054794521
277,2022-11-04,2022020171,Vancouver Canucks,8,Anaheim Ducks,5,20222023,Final,47,31,41,70,57,35,-1.6986301369863013,9.0
278,2022-11-04,2022020172,Arizona Coyotes,2,Dallas Stars,7,20222023,Final,30,36,55,62,45,43,-0.5947712418300654,-2.707547169811321
279,2022-11-04,2022020173,San Jose Sharks,3,Florida Panthers,4,20222023,Final,42,48,81,73,53,65,2.388888888888889,-0.005847953216374269
280,2022-11-04,2022020175,Colorado Avalanche,6,Columbus Blue Jackets,3,20222023,Final,36,39,61,63,45,48,-8.99074074074074,-0.2676056338028169
281,2022-11-04,2022020174,Carolina Hurricanes,5,Buffalo Sabres,3,20222023,Final,33,25,45,61,50,36,-7.569536423841059,1.5922330097087378
282,2022-11-05,2022020181,Detroit Red Wings,3,New York Islanders,0,20222023,Final,26,24,49,61,37,39,3.7203389830508473,7.574803149606299
283,2022-11-05,2022020185,Columbus Blue Jackets,1,Colorado Avalanche,5,20222023,Final,32,45,69,58,38,56,10.913461538461538,-0.8292682926829268
284,2022-11-05,2022020176,Winnipeg Jets,4,Chicago Blackhawks,0,20222023,Final,37,30,53,63,53,40,-16.09285714285714,-6.589928057553957
285,2022-11-05,2022020177,Edmonton Oilers,2,Dallas Stars,6,20222023,Final,30,36,64,55,43,51,5.153284671532846,-2.0441176470588234
286,2022-11-05,2022020178,Washington Capitals,2,Arizona Coyotes,3,20222023,Final,36,26,55,64,52,37,-17.00709219858156,-9.28688524590164
287,2022-11-05,2022020179,Toronto Maple Leafs,2,Boston Bruins,1,20222023,Final,28,21,42,53,38,33,-0.7096774193548387,17.766129032258064
288,2022-11-05,2022020180,Tampa Bay Lightning,5,Buffalo Sabres,3,20222023,Final,30,24,47,57,40,37,4.158227848101266,3.7241379310344827
289,2022-11-05,2022020182,Ottawa Senators,1,Philadelphia Flyers,2,20222023,Final,34,28,66,71,52,38,7.741935483870968,11.10948905109489
290,2022-11-05,2022020183,Pittsburgh Penguins,2,Seattle Kraken,3,20222023,Final,37,28,56,66,58,38,2.076388888888889,10.638461538461538
291,2022-11-05,2022020184,Montréal Canadiens,4,Vegas Golden Knights,6,20222023,Final,31,42,67,66,39,49,4.41044776119403,-4.2444444444444445
292,2022-11-06,2022020186,Vancouver Canucks,3,Nashville Predators,4,20222023,Final,46,32,62,70,54,48,2.103896103896104,7.951724137931034
293,2022-11-06,2022020187,Calgary Flames,3,New Jersey Devils,4,20222023,Final,30,35,64,58,44,49,3.9390243902439024,-3.936619718309859
294,2022-11-06,2022020188,San Jose Sharks,4,Anaheim Ducks,5,20222023,Final,56,29,62,80,70,43,10.91566265060241,0.39849624060150374
295,2022-11-06,2022020189,Los Angeles Kings,5,Florida Panthers,4,20222023,Final,39,38,72,69,52,57,8.645390070921986,6.782312925170068
296,2022-11-06,2022020190,New York Rangers,2,Detroit Red Wings,3,20222023,Final,29,36,67,56,41,45,-14.295454545454545,-3.8931297709923665
297,2022-11-06,2022020191,Carolina Hurricanes,1,Toronto Maple Leafs,3,20222023,Final,30,21,49,64,55,35,-7.0137931034482754,-17.925925925925927
298,2022-11-07,2022020192,Anaheim Ducks,3,Florida Panthers,5,20222023,Final,35,48,72,77,46,60,-3.2275862068965515,-12.937931034482759
299,2022-11-08,2022020193,New York Islanders,4,Calgary Flames,3,20222023,Final,32,46,74,61,43,55,-0.16891891891891891,0.46
300,2022-11-08,2022020194,Boston Bruins,3,St. Louis Blues,1,20222023,Final,37,27,55,59,47,36,9.877862595419847,0.7404580152671756
301,2022-11-08,2022020195,Washington Capitals,5,Edmonton Oilers,4,20222023,Final,31,29,62,60,47,43,5.7421875,9.686567164179104
302,2022-11-09,2022020196,Buffalo Sabres,1,Arizona Coyotes,4,20222023,Final,33,24,37,57,51,28,0.6666666666666666,2.9565217391304346
303,2022-11-09,2022020197,New Jersey Devils,3,Calgary Flames,2,20222023,Final,20,35,71,39,30,53,0.7264150943396226,-4.227586206896552
304,2022-11-09,2022020198,New York Rangers,3,New York Islanders,4,20222023,Final,40,26,52,69,52,35,-8.640522875816993,-0.6194690265486725
305,2022-11-09,2022020199,Philadelphia Flyers,5,St. Louis Blues,1,20222023,Final,35,28,56,65,48,47,-0.6602564102564102,-1.2108843537414966
306,2022-11-09,2022020200,Ottawa Senators,4,Vancouver Canucks,6,20222023,Final,41,28,51,71,61,35,-5.273972602739726,11.974137931034482
307,2022-11-09,2022020201,Toronto Maple Leafs,3,Vegas Golden Knights,4,20222023,Final,31,20,45,54,44,33,1.896103896103896,4.41044776119403
308,2022-11-09,2022020203,Detroit Red Wings,2,Montréal Canadiens,3,20222023,Final,45,36,56,74,62,39,-4.424460431654676,16.142857142857142
309,2022-11-09,2022020202,Tampa Bay Lightning,2,Edmonton Oilers,3,20222023,Final,37,29,55,57,44,36,23.608695652173914,11.238805970149254
310,2022-11-09,2022020204,Winnipeg Jets,5,Dallas Stars,1,20222023,Final,33,22,41,56,41,31,1.4274809160305344,3.981818181818182
311,2022-11-09,2022020205,Seattle Kraken,5,Nashville Predators,1,20222023,Final,20,25,59,52,30,44,-5.951923076923077,1.7936507936507937
312,2022-11-09,2022020206,Los Angeles Kings,1,Minnesota Wild,0,20222023,Final,30,21,54,57,45,32,-1.5193798449612403,-5.663793103448276
313,2022-11-10,2022020207,Florida Panthers,3,Carolina Hurricanes,0,20222023,Final,37,40,57,64,48,49,-3.3741007194244603,16.8796992481203
314,2022-11-10,2022020208,Washington Capitals,1,Pittsburgh Penguins,4,20222023,Final,25,28,60,58,41,41,-7.228571428571429,13.134228187919463
315,2022-11-10,2022020209,Montréal Canadiens,5,Vancouver Canucks,2,20222023,Final,29,33,52,51,36,44,5.036363636363636,15.547826086956523
316,2022-11-10,2022020210,Anaheim Ducks,1,Minnesota Wild,4,20222023,Final,32,39,58,56,43,46,-5.288,-6.375
317,2022-11-11,2022020211,Boston Bruins,3,Calgary Flames,1,20222023,Final,28,32,56,52,40,49,-0.2426470588235294,-18.794871794871796
318,2022-11-11,2022020212,Carolina Hurricanes,7,Edmonton Oilers,2,20222023,Final,32,22,59,57,52,42,-16.92105263157895,-1.3017241379310345
319,2022-11-11,2022020213,New Jersey Devils,4,Ottawa Senators,3,20222023,Final,41,28,72,72,61,49,-7.4603174603174605,1.0564516129032258
320,2022-11-11,2022020214,Columbus Blue Jackets,5,Philadelphia Flyers,2,20222023,Final,29,34,59,59,41,47,-1.6583333333333334,-14.925
321,2022-11-11,2022020215,Buffalo Sabres,4,Vegas Golden Knights,7,20222023,Final,35,36,65,64,49,41,-0.7837837837837838,-1.0507246376811594
322,2022-11-11,2022020217,Detroit Red Wings,2,New York Rangers,8,20222023,Final,20,33,55,43,28,44,-4.252336448598131,10.850877192982455
323,2022-11-11,2022020216,New York Islanders,0,Arizona Coyotes,2,20222023,Final,24,28,56,65,47,38,8.035714285714286,0.6752136752136753
324,2022-11-11,2022020218,St. Louis Blues,5,San Jose Sharks,3,20222023,Final,33,30,55,61,48,45,-9.149253731343284,-3.4921875
325,2022-11-11,2022020219,Colorado Avalanche,5,Nashville Predators,3,20222023,Final,35,35,54,70,49,42,3.132867132867133,-1.9402985074626866
326,2022-11-11,2022020220,Los Angeles Kings,2,Chicago Blackhawks,1,20222023,Final,35,32,62,63,50,40,3.1538461538461537,-15.006493506493506
327,2022-11-12,2022020221,Toronto Maple Leafs,2,Pittsburgh Penguins,4,20222023,Final,30,23,55,59,46,36,2.2459016393442623,9.50344827586207
328,2022-11-12,2022020222,Washington Capitals,5,Tampa Bay Lightning,1,20222023,Final,24,29,69,62,40,44,8.264957264957266,0.20588235294117646
329,2022-11-12,2022020223,Dallas Stars,4,San Jose Sharks,5,20222023,Final,29,18,48,57,51,24,-3.959349593495935,-3.036697247706422
330,2022-11-12,2022020224,Seattle Kraken,0,Minnesota Wild,1,20222023,Final,28,21,52,47,42,30,1.0465116279069768,13.583333333333334
331,2022-11-12,2022020225,Philadelphia Flyers,1,Ottawa Senators,4,20222023,Final,38,27,48,59,45,34,-17.167630057803468,3.9612403100775193
332,2022-11-12,2022020226,Florida Panthers,2,Edmonton Oilers,4,20222023,Final,42,32,51,60,52,37,-20.356060606060606,1.5258620689655173
333,2022-11-13,2022020227,New Jersey Devils,4,Arizona Coyotes,2,20222023,Final,26,18,38,53,47,28,-1.5655737704918034,-11.0
334,2022-11-13,2022020228,Buffalo Sabres,1,Boston Bruins,3,20222023,Final,31,30,54,56,43,42,8.156521739130435,-0.6513761467889908
335,2022-11-13,2022020229,Montréal Canadiens,5,Pittsburgh Penguins,4,20222023,Final,42,24,60,54,46,39,14.12295081967213,-1.4666666666666666
336,2022-11-13,2022020230,Toronto Maple Leafs,3,Vancouver Canucks,2,20222023,Final,34,29,54,69,50,41,6.45625,0.03676470588235294
337,2022-11-13,2022020231,New York Islanders,4,Columbus Blue Jackets,3,20222023,Final,46,29,61,77,60,41,2.230769230769231,2.3884297520661155
338,2022-11-13,2022020232,Nashville Predators,2,New York Rangers,1,20222023,Final,18,35,67,51,29,51,2.3389830508474576,-9.585714285714285
339,2022-11-13,2022020233,Colorado Avalanche,4,Carolina Hurricanes,1,20222023,Final,28,25,44,50,33,38,4.612244897959184,12.59
340,2022-11-13,2022020234,Anaheim Ducks,2,Chicago Blackhawks,3,20222023,Final,41,22,49,60,53,34,19.14876033057851,0.10948905109489052
341,2022-11-13,2022020235,Vegas Golden Knights,2,St. Louis Blues,3,20222023,Final,36,28,58,65,45,35,-6.169811320754717,-13.580645161290322
342,2022-11-13,2022020236,Calgary Flames,3,Winnipeg Jets,2,20222023,Final,35,23,47,60,41,32,-3.8835616438356166,-10.354545454545455
343,2022-11-13,2022020237,Los Angeles Kings,4,Detroit Red Wings,3,20222023,Final,21,21,55,56,35,33,2.424,1.0737704918032787
344,2022-11-13,2022020238,Philadelphia Flyers,1,Dallas Stars,5,20222023,Final,38,31,63,59,49,44,-12.440944881889763,-1.632258064516129
345,2022-11-13,2022020240,Minnesota Wild,2,San Jose Sharks,3,20222023,Final,33,41,70,67,53,58,-6.535433070866142,7.338709677419355
346,2022-11-13,2022020241,Boston Bruins,5,Vancouver Canucks,2,20222023,Final,33,31,59,55,42,44,4.32824427480916,1.7652173913043478
347,2022-11-14,2022020239,New York Rangers,4,Arizona Coyotes,1,20222023,Final,27,32,53,47,30,40,4.192592592592592,-0.8604651162790697
348,2022-11-14,2022020242,Tampa Bay Lightning,6,Washington Capitals,3,20222023,Final,35,22,49,61,51,34,11.22543352601156,4.404907975460123
349,2022-11-14,2022020243,Seattle Kraken,2,Winnipeg Jets,3,20222023,Final,21,30,64,57,35,53,0.6818181818181818,-1.1885245901639345
350,2022-11-14,2022020244,Ottawa Senators,2,New York Islanders,4,20222023,Final,38,35,60,70,60,40,11.547445255474452,12.079710144927537
351,2022-11-15,2022020246,Calgary Flames,6,Los Angeles Kings,5,20222023,Final,30,29,57,51,39,40,10.643939393939394,10.844444444444445
352,2022-11-15,2022020245,Chicago Blackhawks,0,Carolina Hurricanes,3,20222023,Final,27,32,51,44,32,44,-2.80188679245283,15.178217821782178
353,2022-11-15,2022020247,Colorado Avalanche,2,St. Louis Blues,3,20222023,Final,47,39,65,75,68,50,-23.2,-9.640625
354,2022-11-16,2022020248,Tampa Bay Lightning,5,Dallas Stars,4,20222023,Final,38,32,59,61,51,43,-7.236686390532545,-12.955974842767295
355,2022-11-16,2022020249,Montréal Canadiens,1,New Jersey Devils,5,20222023,Final,26,39,69,57,35,48,-8.889655172413793,-9.622222222222222
356,2022-11-16,2022020251,Pittsburgh Penguins,2,Toronto Maple Leafs,5,20222023,Final,37,33,71,64,49,44,7.84472049689441,-1.7720588235294117
357,2022-11-16,2022020252,Buffalo Sabres,4,Vancouver Canucks,5,20222023,Final,32,32,62,61,47,43,3.392523364485981,1.6341463414634145
358,2022-11-16,2022020253,Florida Panthers,5,Washington Capitals,2,20222023,Final,43,43,77,66,49,61,-0.9647887323943662,9.913333333333334
359,2022-11-16,2022020250,Columbus Blue Jackets,5,Philadelphia Flyers,4,20222023,Final,33,37,70,64,39,52,2.9594594594594597,-2.484848484848485
360,2022-11-16,2022020254,Nashville Predators,2,Minnesota Wild,1,20222023,Final,25,33,64,53,34,54,-3.377483443708609,-13.18939393939394
361,2022-11-16,2022020255,Anaheim Ducks,3,Detroit Red Wings,2,20222023,Final,30,33,71,64,49,46,-4.056910569105691,-1.2695035460992907
362,2022-11-16,2022020256,Vegas Golden Knights,2,San Jose Sharks,5,20222023,Final,26,29,50,61,38,37,-1.0522388059701493,-0.9166666666666666
363,2022-11-17,2022020257,Ottawa Senators,4,Buffalo Sabres,1,20222023,Final,40,30,48,70,51,39,-1.2222222222222223,-2.357142857142857
364,2022-11-17,2022020258,Chicago Blackhawks,2,St. Louis Blues,5,20222023,Final,27,35,60,46,37,42,-7.194174757281553,-8.504854368932039
365,2022-11-17,2022020259,Edmonton Oilers,1,Los Angeles Kings,3,20222023,Final,23,32,68,40,32,39,10.311475409836065,10.475862068965517
366,2022-11-18,2022020260,Tampa Bay Lightning,4,Calgary Flames,1,20222023,Final,24,40,65,56,37,52,-3.4,-1.0903954802259888
367,2022-11-18,2022020261,Carolina Hurricanes,2,Colorado Avalanche,3,20222023,Final,48,15,38,76,68,23,-2.111111111111111,-11.57843137254902
368,2022-11-18,2022020262,Florida Panthers,4,Dallas Stars,6,20222023,Final,44,29,55,70,54,39,-1.7402597402597402,2.4318181818181817
369,2022-11-18,2022020263,Columbus Blue Jackets,6,Montréal Canadiens,4,20222023,Final,29,42,69,60,42,54,6.7593984962406015,-12.369747899159664
370,2022-11-18,2022020264,Toronto Maple Leafs,2,New Jersey Devils,3,20222023,Final,27,33,62,49,37,45,-9.31159420289855,11.453237410071942
371,2022-11-18,2022020265,Boston Bruins,4,Philadelphia Flyers,1,20222023,Final,32,23,55,58,49,35,1.288888888888889,-5.080645161290323
372,2022-11-18,2022020266,Winnipeg Jets,3,Anaheim Ducks,2,20222023,Final,32,31,56,55,44,40,7.264,5.221153846153846
373,2022-11-18,2022020267,Nashville Predators,5,New York Islanders,4,20222023,Final,31,33,59,67,45,51,-2.859154929577465,-12.52112676056338
374,2022-11-18,2022020268,Minnesota Wild,4,Pittsburgh Penguins,6,20222023,Final,23,32,56,51,35,44,-14.180327868852459,-4.811023622047244
375,2022-11-18,2022020269,St. Louis Blues,5,Washington Capitals,4,20222023,Final,28,57,86,57,41,76,-1.7611940298507462,-8.277372262773723
376,2022-11-18,2022020270,Vegas Golden Knights,4,Arizona Coyotes,1,20222023,Final,39,26,48,68,51,37,-14.021428571428572,-0.704
